Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential
Function,"103._LogConfig.__init__",gpt-oss/103.py,,,,,,,,,,,,,,,,,,,,,,7,1,6,4,5,0,2,0,6,4,5,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"103._LogConfig.__repr__",gpt-oss/103.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,3,6,0,4,1,7,3,6,3,3,3,3,1,,,,,,,1,0.00,,,,,
Function,"103._LogConfig._level_from_string",gpt-oss/103.py,,,,,,,,,,,,,,,,,,,,,,8,0,7,2,6,1,3,0,7,2,6,3,3,3,3,3,,,,,,,2,0.14,,,,,
Function,"103._LogConfig._parse",gpt-oss/103.py,,,,,,,,,,,,,,,,,,,,,,18,0,17,4,16,1,17,1,16,4,15,6,6,6,6,5,,,,,,,2,0.06,,,,,
Function,"103._LogConfig.default_level-getter",gpt-oss/103.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"103._LogConfig.get_level",gpt-oss/103.py,,,,,,,,,,,,,,,,,,,,,,12,1,5,2,4,6,3,0,5,2,4,3,3,3,3,3,,,,,,,2,1.20,,,,,
Module File,"103.py",gpt-oss/103.py,9,0,7,2,3,3,3,3,2,,,,,1,6,,6,,,,,73,11,52,24,39,10,0,0,49,22,38,0,0,0,0,0,6,6,6,6,5,,2,0.19,18,18,18,18,14
Class,"104.FletXWidgetRegistry",gpt-oss/104.py,8,1,3,4,2,2,2,2,1,0,0,0,0,,,,,0,0,2,2,27,4,10,8,5,13,,,8,6,5,,,,,,2,2,2,2,1,0,1,1.30,3,3,3,3,2
Function,"104.FletXWidgetRegistry.register",gpt-oss/104.py,,,,,,,,,,,,,,,,,,,,,,9,1,3,2,2,5,1,0,3,2,2,1,1,1,1,1,,,,,,,0,1.67,,,,,
Function,"104.FletXWidgetRegistry.register_all",gpt-oss/104.py,,,,,,,,,,,,,,,,,,,,,,6,0,3,2,2,3,2,0,3,2,2,2,2,2,2,1,,,,,,,1,1.00,,,,,
Module File,"104.py",gpt-oss/104.py,8,1,3,4,2,2,2,2,1,,,,,1,2,,2,,,,,31,6,12,10,5,13,0,0,10,8,5,0,0,0,0,0,2,2,2,2,1,,1,1.08,3,3,3,3,2
Class,"105.ContainerProc",gpt-oss/105.py,17,2,9,6,3,3,3,3,2,0,9,0,0,,,,,5,3,5,5,92,14,44,15,38,34,,,44,15,38,,,,,,6,6,6,6,5,0,3,0.77,14,14,14,14,9
Function,"105.ContainerProc.__init__",gpt-oss/105.py,,,,,,,,,,,,,,,,,,,,,,13,1,5,4,4,7,1,0,5,4,4,1,1,1,1,1,,,,,,,0,1.40,,,,,
Function,"105.ContainerProc.close_stdin",gpt-oss/105.py,,,,,,,,,,,,,,,,,,,,,,9,0,5,1,4,4,2,0,5,1,4,2,2,2,2,1,,,,,,,1,0.80,,,,,
Function,"105.ContainerProc.is_running",gpt-oss/105.py,,,,,,,,,,,,,,,,,,,,,,12,1,6,2,5,5,2,0,6,2,5,2,2,2,2,1,,,,,,,1,0.83,,,,,
Function,"105.ContainerProc.read_output",gpt-oss/105.py,,,,,,,,,,,,,,,,,,,,,,36,6,20,6,19,10,13,1,20,6,19,6,6,6,6,5,,,,,,,3,0.50,,,,,
Function,"105.ContainerProc.write_stdin",gpt-oss/105.py,,,,,,,,,,,,,,,,,,,,,,13,1,7,1,6,5,3,0,7,1,6,3,3,3,3,1,,,,,,,1,0.71,,,,,
Module File,"105.py",gpt-oss/105.py,17,2,9,6,3,3,3,3,2,,,,,1,5,,5,,,,,96,15,47,18,38,34,0,0,47,18,38,0,0,0,0,0,6,6,6,6,5,,3,0.72,14,14,14,14,9
Class,"106.Repo",gpt-oss/106.py,6,0,6,0,2,2,2,2,1,0,1,0,0,,,,,2,2,2,2,14,1,13,7,10,0,,,12,6,9,,,,,,2,2,2,2,1,0,1,0.00,4,4,4,4,2
Function,"106.Repo.__init__",gpt-oss/106.py,,,,,,,,,,,,,,,,,,,,,,6,0,6,3,5,0,2,0,5,3,4,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"106.Repo._load_meta",gpt-oss/106.py,,,,,,,,,,,,,,,,,,,,,,6,0,6,3,5,0,2,0,6,2,5,2,2,2,2,1,,,,,,,1,0.00,,,,,
Module File,"106.py",gpt-oss/106.py,6,0,6,0,2,2,2,2,1,,,,,1,2,,2,,,,,17,2,15,9,10,0,0,0,14,8,9,0,0,0,0,0,2,2,2,2,1,,1,0.00,4,4,4,4,2
Class,"107.ProbeResult",gpt-oss/107.py,5,0,4,1,1,1,1,1,1,0,3,0,0,,,,,7,4,7,7,64,8,32,17,19,24,,,18,12,10,,,,,,1,1,2,2,1,0,0,0.75,7,7,8,8,7
Function,"107.ProbeResult.__init__",gpt-oss/107.py,,,,,,,,,,,,,,,,,,,,,,10,0,10,10,4,0,1,0,5,5,4,1,1,2,2,1,,,,,,,0,0.00,,,,,
Function,"107.ProbeResult.__repr__",gpt-oss/107.py,,,,,,,,,,,,,,,,,,,,,,6,0,6,1,5,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"107.ProbeResult.__str__",gpt-oss/107.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"107.ProbeResult.add_data",gpt-oss/107.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"107.ProbeResult.set_error",gpt-oss/107.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"107.ProbeResult.set_success",gpt-oss/107.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"107.ProbeResult.to_dict",gpt-oss/107.py,,,,,,,,,,,,,,,,,,,,,,8,0,7,1,6,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.14,,,,,
Module File,"107.py",gpt-oss/107.py,5,0,4,1,1,1,1,1,1,,,,,1,7,,7,,,,,71,11,36,21,19,24,0,0,22,16,10,0,0,0,0,0,1,1,2,2,1,,0,0.67,7,7,8,8,7
Class,"108.AudioFormat",gpt-oss/108.py,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,10,0,10,10,9,0,,,10,10,9,,,,,,0,0,0,0,0,1,0,0.00,0,0,0,0,0
Class,"108.AudioInfo",gpt-oss/108.py,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,9,0,9,1,8,0,,,9,1,8,,,,,,0,0,0,0,0,0,0,0.00,0,0,0,0,0
Class,"108.ChannelLayout",gpt-oss/108.py,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,6,0,6,6,5,0,,,6,6,5,,,,,,0,0,0,0,0,1,0,0.00,0,0,0,0,0
Class,"108.EnhancedAudioDetector",gpt-oss/108.py,11,0,8,3,3,3,3,3,2,0,6,3,0,,,,,11,1,11,11,138,13,88,35,76,38,,,77,35,65,,,,,,8,8,8,8,8,0,2,0.43,28,28,32,32,26
Function,"108.EnhancedAudioDetector.__init__",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,2,1,1,1,0,2,2,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._calculate_audio_quality_score",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,10,0,6,3,5,4,2,0,6,3,5,2,2,2,2,1,,,,,,,1,0.67,,,,,
Function,"108.EnhancedAudioDetector._detect_atmos",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,7,0,4,3,3,3,1,0,4,3,3,1,1,2,2,1,,,,,,,0,0.75,,,,,
Function,"108.EnhancedAudioDetector._detect_audio_format",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,20,0,17,2,16,3,8,1,17,2,16,8,8,8,8,8,,,,,,,1,0.18,,,,,
Function,"108.EnhancedAudioDetector._detect_channel_layout",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,14,0,10,1,9,4,5,1,10,1,9,5,5,5,5,5,,,,,,,1,0.40,,,,,
Function,"108.EnhancedAudioDetector._detect_dts_x",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,7,0,4,3,3,3,1,0,4,3,3,1,1,2,2,1,,,,,,,0,0.75,,,,,
Function,"108.EnhancedAudioDetector._detect_lossless",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,11,0,8,3,7,4,3,0,8,3,7,3,3,4,4,3,,,,,,,1,0.50,,,,,
Function,"108.EnhancedAudioDetector._detect_object_based",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,7,0,4,3,3,3,1,0,4,3,3,1,1,2,2,1,,,,,,,0,0.75,,,,,
Function,"108.EnhancedAudioDetector._extract_bitrate",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,5,0,2,1,1,3,1,0,2,1,1,1,1,1,1,1,,,,,,,0,1.50,,,,,
Function,"108.EnhancedAudioDetector._find_primary_audio_stream",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,9,0,6,3,5,3,3,0,6,3,5,3,3,3,3,3,,,,,,,2,0.50,,,,,
Function,"108.EnhancedAudioDetector.extract_audio_info",gpt-oss/108.py,,,,,,,,,,,,,,,,,,,,,,29,2,24,10,23,3,2,0,13,10,12,2,2,2,2,1,,,,,,,1,0.13,,,,,
Module File,"108.py",gpt-oss/108.py,11,0,8,3,3,3,3,3,2,,,,,4,11,,11,,,,,181,20,118,57,98,44,0,0,106,56,87,0,0,0,0,0,8,8,8,8,8,,2,0.37,28,28,32,32,26
Class,"109.AssetFileChecker",gpt-oss/109.py,10,0,6,4,2,2,2,2,1,0,3,0,0,,,,,10,3,10,10,114,10,64,33,53,43,,,60,33,49,,,,,,4,4,4,4,3,0,2,0.67,20,20,20,20,12
Function,"109.AssetFileChecker.__init__",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,10,0,4,4,3,8,1,0,4,4,3,1,1,1,1,1,,,,,,,0,2.00,,,,,
Function,"109.AssetFileChecker._check_asset_content",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,12,0,5,3,4,7,2,0,5,3,4,2,2,2,2,1,,,,,,,1,1.40,,,,,
Function,"109.AssetFileChecker._check_asset_file",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,6,0,2,1,1,4,1,0,2,1,1,1,1,1,1,1,,,,,,,0,2.00,,,,,
Function,"109.AssetFileChecker._extract_asset_files",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,11,0,5,4,4,6,1,0,5,4,4,1,1,1,1,1,,,,,,,0,1.20,,,,,
Function,"109.AssetFileChecker._generate_summary",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,7,0,6,3,5,1,2,0,6,3,5,2,2,2,2,1,,,,,,,1,0.17,,,,,
Function,"109.AssetFileChecker.analyze_discourse_robots_sitemap",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,14,0,10,4,9,4,5,1,10,4,9,4,4,4,4,1,,,,,,,2,0.40,,,,,
Function,"109.AssetFileChecker.analyze_javascript_endpoints",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,11,0,7,4,6,4,3,0,7,4,6,3,3,3,3,1,,,,,,,2,0.57,,,,,
Function,"109.AssetFileChecker.check_asset_files",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,13,0,12,4,11,2,3,0,8,4,7,3,3,3,3,3,,,,,,,2,0.17,,,,,
Function,"109.AssetFileChecker.get_asset_security_summary",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,11,0,6,4,5,5,2,0,6,4,5,2,2,2,2,1,,,,,,,1,0.83,,,,,
Function,"109.AssetFileChecker.run",gpt-oss/109.py,,,,,,,,,,,,,,,,,,,,,,7,0,6,1,5,1,1,0,6,1,5,1,1,1,1,1,,,,,,,0,0.17,,,,,
Module File,"109.py",gpt-oss/109.py,10,0,6,4,2,2,2,2,1,,,,,1,10,,10,,,,,118,11,67,36,53,43,0,0,63,36,49,0,0,0,0,0,4,4,4,4,3,,2,0.64,20,20,20,20,12
Class,"11.Solution",gpt-oss/11.py,7,0,7,0,3,3,3,3,3,0,4,0,0,,,,,1,0,1,1,9,1,8,4,6,0,,,8,4,6,,,,,,3,3,3,3,3,0,2,0.00,3,3,3,3,3
Function,"11.Solution.contains_duplicate",gpt-oss/11.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,3,6,0,3,0,7,3,6,3,3,3,3,3,,,,,,,2,0.00,,,,,
Module File,"11.py",gpt-oss/11.py,7,0,7,0,3,3,3,3,3,,,,,1,1,,1,,,,,9,1,8,4,6,0,0,0,8,4,6,0,0,0,0,0,3,3,3,3,3,,2,0.00,3,3,3,3,3
Class,"110.AsyncOhlcvResourceWithRawResponse",gpt-oss/110.py,17,2,7,8,2,2,2,2,2,0,2,0,0,,,,,2,1,2,2,52,9,15,7,11,28,,,15,7,11,,,,,,3,3,4,4,3,0,1,1.87,6,6,7,7,5
Function,"110.AsyncOhlcvResourceWithRawResponse.__getattr__",gpt-oss/110.py,,,,,,,,,,,,,,,,,,,,,,33,6,12,4,10,15,2,0,12,4,10,2,2,2,2,1,,,,,,,1,1.25,,,,,
Function,"110.AsyncOhlcvResourceWithRawResponse.__getattr__.wrapper",gpt-oss/110.py,,,,,,,,,,,,,,,,,,,,,,9,0,7,2,6,2,3,0,7,2,6,3,3,4,4,3,,,,,,,1,0.29,,,,,
Function,"110.AsyncOhlcvResourceWithRawResponse.__init__",gpt-oss/110.py,,,,,,,,,,,,,,,,,,,,,,10,1,2,2,1,7,1,0,2,2,1,1,1,1,1,1,,,,,,,0,3.50,,,,,
Module File,"110.py",gpt-oss/110.py,17,2,7,8,2,2,2,2,2,,,,,1,3,,3,,,,,55,10,17,9,11,28,0,0,17,9,11,0,0,0,0,0,3,3,4,4,3,,1,1.65,6,6,7,7,5
Class,"111.DatasetFilter",gpt-oss/111.py,17,2,10,5,3,3,4,4,2,0,4,1,0,,,,,2,1,3,3,63,10,31,15,24,22,,,27,12,23,,,,,,5,5,6,6,5,0,2,0.71,10,10,12,12,7
Function,"111.DatasetFilter.__init__",gpt-oss/111.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,1,0,1,0,2,2,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"111.DatasetFilter._match_wildcard_patterns",gpt-oss/111.py,,,,,,,,,,,,,,,,,,,,,,28,4,14,7,11,10,4,1,11,5,10,4,4,6,6,1,,,,,,,2,0.71,,,,,
Function,"111.DatasetFilter.apply_filters",gpt-oss/111.py,,,,,,,,,,,,,,,,,,,,,,21,3,13,4,12,5,9,1,13,4,12,5,5,5,5,5,,,,,,,2,0.38,,,,,
Class,"111.EvalFilterConfig",gpt-oss/111.py,7,0,7,0,1,1,3,3,1,0,3,0,0,,,,,1,2,1,1,14,0,8,8,2,6,,,4,4,2,,,,,,1,1,3,3,1,0,0,0.75,1,1,3,3,1
Function,"111.EvalFilterConfig.__init__",gpt-oss/111.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,7,2,0,1,0,3,3,2,1,1,3,3,1,,,,,,,0,0.00,,,,,
Module File,"111.py",gpt-oss/111.py,15,2,9,4,3,3,4,4,2,,,,,2,4,,4,,,,,84,14,42,26,26,28,0,0,34,19,25,0,0,0,0,0,5,5,6,6,5,,2,0.67,11,11,15,15,8
Class,"112.ObjectStore",gpt-oss/112.py,5,0,4,1,1,1,1,1,1,1,3,0,0,,,,,5,0,5,5,30,5,19,14,5,6,,,11,6,5,,,,,,1,1,1,1,1,1,0,0.32,5,5,5,5,5
Function,"112.ObjectStore.delete_object",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"112.ObjectStore.generate_presigned_url",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,5,0,4,3,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.25,,,,,
Function,"112.ObjectStore.get_object",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"112.ObjectStore.list_objects",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"112.ObjectStore.put_object",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,9,0,8,7,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.13,,,,,
Class,"112.ResourceStore",gpt-oss/112.py,8,0,5,3,1,1,1,1,1,0,6,1,0,,,,,8,2,8,8,87,10,43,28,18,34,,,24,12,15,,,,,,2,2,2,2,1,0,1,0.79,9,9,10,10,8
Function,"112.ResourceStore.__init__",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,8,0,8,8,2,0,1,0,3,3,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"112.ResourceStore.__repr__",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,1,4,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"112.ResourceStore.delete",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,5,0,2,1,1,3,1,0,2,1,1,1,1,1,1,1,,,,,,,0,1.50,,,,,
Function,"112.ResourceStore.download",gpt-oss/112.py,,,,,,,,,,,,,,,,,,,,,,5,0,2,1,1,3,1,0,2,1,1,1,1,1,1,1,,,,,,,0,1.50,,,,,
