Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Class,100045.hhn_parameters,gpt-oss/100045.py,18.0,3.0,10.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,13.0,2.0,2.0,42.0,7.0,20.0,16.0,17.0,17.0,,,17.0,16.0,14.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.85,2.0,2.0,2.0,2.0,2.0,100045.py,100045.hhn_parameters:::100045.py
Class,100050.legion_dynamic,gpt-oss/100050.py,11.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,7.0,3.0,7.0,7.0,100.0,13.0,48.0,26.0,35.0,39.0,,,44.0,23.0,34.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,3.0,0.81,18.0,18.0,18.0,18.0,9.0,100050.py,100050.legion_dynamic:::100050.py
Class,100054.pcnn_dynamic,gpt-oss/100054.py,10.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,,,,8.0,3.0,8.0,8.0,95.0,11.0,37.0,22.0,26.0,47.0,,,34.0,19.0,25.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.27,13.0,13.0,13.0,13.0,10.0,100054.py,100054.pcnn_dynamic:::100054.py
Class,100057.pcnn_visualizer,gpt-oss/100057.py,20.0,2.0,13.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,5.0,5.0,140.0,19.0,86.0,35.0,73.0,35.0,,,68.0,30.0,60.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,2.0,0.41,16.0,16.0,16.0,16.0,7.0,100057.py,100057.pcnn_visualizer:::100057.py
Class,100063.order_estimator,gpt-oss/100063.py,30.0,2.0,17.0,11.0,5.0,5.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,,,,,0.0,0.0,2.0,2.0,68.0,5.0,37.0,18.0,32.0,26.0,,,33.0,16.0,30.0,,,,,,8.0,8.0,8.0,8.0,6.0,0.0,3.0,0.7,10.0,10.0,10.0,10.0,7.0,100063.py,100063.order_estimator:::100063.py
Class,100070.syncsegm,gpt-oss/100070.py,16.0,0.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,2.0,0.0,,,,,6.0,4.0,6.0,6.0,123.0,6.0,49.0,31.0,42.0,68.0,,,49.0,31.0,42.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,2.0,1.39,12.0,12.0,12.0,12.0,9.0,100070.py,100070.syncsegm:::100070.py
Class,100071.syncsegm_analyser,gpt-oss/100071.py,10.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,6.0,2.0,6.0,6.0,71.0,10.0,25.0,15.0,18.0,36.0,,,25.0,15.0,18.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.44,9.0,9.0,10.0,10.0,8.0,100071.py,100071.syncsegm_analyser:::100071.py
Class,100072.syncsegm_visualizer,gpt-oss/100072.py,17.0,1.0,11.0,4.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,3.0,3.0,59.0,5.0,38.0,12.0,31.0,16.0,,,34.0,9.0,30.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.42,7.0,7.0,9.0,9.0,3.0,100072.py,100072.syncsegm_visualizer:::100072.py
Class,100073.answer_reader,gpt-oss/100073.py,8.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,,,,,6.0,3.0,6.0,6.0,60.0,6.0,25.0,13.0,18.0,29.0,,,24.0,12.0,17.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,1.16,9.0,9.0,9.0,9.0,6.0,100073.py,100073.answer_reader:::100073.py
Class,100083.SIMPLE_ANSWERS,gpt-oss/100083.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,,,,,10.0,3.0,11.0,11.0,95.0,12.0,51.0,24.0,31.0,32.0,,,30.0,16.0,18.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.63,16.0,16.0,16.0,16.0,11.0,100083.py,100083.SIMPLE_ANSWERS:::100083.py
Class,100084.SIMPLE_SAMPLES,gpt-oss/100084.py,16.0,0.0,13.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,7.0,0.0,0.0,,,,,0.0,0.0,6.0,6.0,129.0,9.0,88.0,61.0,56.0,33.0,,,56.0,36.0,49.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.38,10.0,10.0,10.0,10.0,6.0,100084.py,100084.SIMPLE_SAMPLES:::100084.py
Class,100085.color,gpt-oss/100085.py,11.0,0.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,23.0,1.0,14.0,4.0,11.0,8.0,,,8.0,3.0,6.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.57,3.0,3.0,3.0,3.0,3.0,100085.py,100085.color:::100085.py
Class,100086.dimension_info,gpt-oss/100086.py,6.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,10.0,6.0,10.0,10.0,73.0,10.0,44.0,22.0,33.0,19.0,,,44.0,22.0,33.0,,,,,,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.43,17.0,17.0,17.0,17.0,12.0,100086.py,100086.dimension_info:::100086.py
Class,100087.graph,gpt-oss/100087.py,6.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,6.0,4.0,6.0,6.0,51.0,6.0,20.0,15.0,9.0,25.0,,,16.0,11.0,9.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.25,6.0,6.0,6.0,6.0,6.0,100087.py,100087.graph:::100087.py
Class,100089.distance_metric,gpt-oss/100089.py,11.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,,,,,11.0,7.0,11.0,11.0,233.0,23.0,112.0,54.0,90.0,99.0,,,111.0,54.0,89.0,,,,,,5.0,5.0,5.0,5.0,5.0,0.0,2.0,0.88,42.0,42.0,42.0,42.0,35.0,100089.py,100089.distance_metric:::100089.py
Class,100094.ConstantComponent,gpt-oss/100094.py,28.0,3.0,15.0,10.0,5.0,5.0,6.0,6.0,2.0,0.0,4.0,0.0,0.0,,,,,2.0,3.0,2.0,2.0,65.0,7.0,31.0,9.0,26.0,27.0,,,27.0,9.0,22.0,,,,,,7.0,7.0,7.0,7.0,3.0,0.0,2.0,0.87,10.0,10.0,11.0,11.0,4.0,100094.py,100094.ConstantComponent:::100094.py
Class,100095.DistributionalComponent,gpt-oss/100095.py,15.0,0.0,11.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,8.0,1.0,8.0,8.0,160.0,10.0,92.0,40.0,83.0,58.0,,,73.0,40.0,64.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.63,20.0,20.0,20.0,20.0,8.0,100095.py,100095.DistributionalComponent:::100095.py
Class,100096.ResponseComponent,gpt-oss/100096.py,30.0,4.0,11.0,15.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,62.0,9.0,23.0,10.0,20.0,30.0,,,20.0,10.0,17.0,,,,,,5.0,5.0,5.0,5.0,4.0,0.0,1.0,1.3,6.0,6.0,6.0,6.0,5.0,100096.py,100096.ResponseComponent:::100096.py
Class,100097.PyMCModel,gpt-oss/100097.py,13.0,0.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,,,,,11.0,3.0,11.0,11.0,158.0,11.0,120.0,51.0,78.0,27.0,,,57.0,20.0,45.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.23,21.0,21.0,21.0,21.0,17.0,100097.py,100097.PyMCModel:::100097.py
Class,100098.CommonTerm,gpt-oss/100098.py,16.0,2.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,3.0,3.0,61.0,8.0,23.0,13.0,18.0,30.0,,,16.0,12.0,12.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.3,4.0,4.0,4.0,4.0,3.0,100098.py,100098.CommonTerm:::100098.py
Class,100100.HSGPTerm,gpt-oss/100100.py,17.0,2.0,12.0,3.0,4.0,4.0,5.0,5.0,2.0,0.0,6.0,0.0,0.0,,,,,4.0,1.0,4.0,4.0,81.0,12.0,48.0,21.0,42.0,21.0,,,39.0,19.0,34.0,,,,,,11.0,11.0,13.0,13.0,5.0,0.0,5.0,0.44,15.0,15.0,18.0,18.0,8.0,100100.py,100100.HSGPTerm:::100100.py
Class,100101.InterceptTerm,gpt-oss/100101.py,11.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,44.0,7.0,9.0,7.0,4.0,28.0,,,8.0,6.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.11,3.0,3.0,3.0,3.0,3.0,100101.py,100101.InterceptTerm:::100101.py
Class,100102.ResponseTerm,gpt-oss/100102.py,12.0,0.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,76.0,5.0,19.0,10.0,12.0,52.0,,,18.0,9.0,12.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,2.74,7.0,7.0,7.0,7.0,5.0,100102.py,100102.ResponseTerm:::100102.py
Class,100104.Family,gpt-oss/100104.py,11.0,0.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,8.0,0.0,0.0,,,,,11.0,4.0,11.0,11.0,151.0,14.0,92.0,46.0,63.0,46.0,,,59.0,29.0,47.0,,,,,,8.0,8.0,8.0,8.0,8.0,0.0,3.0,0.5,24.0,24.0,24.0,24.0,20.0,100104.py,100104.Family:::100104.py
Class,100106.Likelihood,gpt-oss/100106.py,9.0,0.0,8.0,1.0,3.0,3.0,4.0,4.0,3.0,0.0,7.0,0.0,0.0,,,,,9.0,4.0,9.0,9.0,110.0,12.0,77.0,23.0,59.0,21.0,,,64.0,15.0,54.0,,,,,,16.0,16.0,18.0,18.0,13.0,0.0,3.0,0.27,30.0,30.0,34.0,34.0,27.0,100106.py,100106.Likelihood:::100106.py
Class,100107.Link,gpt-oss/100107.py,6.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,3.0,4.0,3.0,3.0,79.0,6.0,54.0,7.0,50.0,19.0,,,15.0,7.0,11.0,,,,,,4.0,4.0,5.0,5.0,3.0,0.0,2.0,0.35,6.0,6.0,7.0,7.0,5.0,100107.py,100107.Link:::100107.py
Class,100139.Estimate,gpt-oss/100139.py,63.0,6.0,41.0,16.0,8.0,8.0,12.0,12.0,8.0,0.0,3.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,86.0,9.0,48.0,14.0,46.0,29.0,,,37.0,14.0,35.0,,,,,,8.0,8.0,12.0,12.0,8.0,0.0,4.0,0.6,8.0,8.0,12.0,12.0,8.0,100139.py,100139.Estimate:::100139.py
Class,100140.PredictiveDifferences,gpt-oss/100140.py,35.0,1.0,25.0,9.0,5.0,5.0,5.0,5.0,3.0,0.0,11.0,1.0,0.0,,,,,5.0,1.0,5.0,5.0,209.0,12.0,132.0,55.0,110.0,66.0,,,85.0,39.0,79.0,,,,,,10.0,10.0,10.0,10.0,7.0,0.0,3.0,0.5,23.0,23.0,23.0,23.0,17.0,100140.py,100140.PredictiveDifferences:::100140.py
Class,100141.ResponseInfo,gpt-oss/100141.py,27.0,5.0,12.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,11.0,1.0,1.0,50.0,7.0,17.0,16.0,15.0,26.0,,,17.0,16.0,15.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.53,1.0,1.0,1.0,1.0,1.0,100141.py,100141.ResponseInfo:::100141.py
Class,100142.ConditionalInfo,gpt-oss/100142.py,31.0,2.0,19.0,10.0,6.0,6.0,6.0,6.0,4.0,0.0,6.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,51.0,3.0,24.0,8.0,22.0,24.0,,,18.0,8.0,16.0,,,,,,6.0,6.0,6.0,6.0,4.0,0.0,2.0,1.0,6.0,6.0,6.0,6.0,4.0,100142.py,100142.ConditionalInfo:::100142.py
Class,100143.Covariates,gpt-oss/100143.py,10.0,0.0,9.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,5.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,39.0,4.0,21.0,9.0,18.0,14.0,,,17.0,9.0,14.0,,,,,,6.0,6.0,6.0,6.0,6.0,0.0,3.0,0.67,7.0,7.0,7.0,7.0,7.0,100143.py,100143.Covariates:::100143.py
Class,100146.DistributionalComponent,gpt-oss/100146.py,9.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,16.0,5.0,16.0,16.0,175.0,23.0,101.0,55.0,71.0,51.0,,,75.0,42.0,58.0,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.5,28.0,28.0,29.0,29.0,16.0,100146.py,100146.DistributionalComponent:::100146.py
Class,100149.Prior,gpt-oss/100149.py,6.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,5.0,4.0,5.0,5.0,52.0,5.0,26.0,11.0,20.0,21.0,,,21.0,11.0,15.0,,,,,,2.0,2.0,5.0,5.0,1.0,0.0,1.0,0.81,7.0,7.0,10.0,10.0,5.0,100149.py,100149.Prior:::100149.py
Class,100150.PriorScaler,gpt-oss/100150.py,15.0,0.0,9.0,6.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,,,,,8.0,1.0,8.0,8.0,128.0,8.0,73.0,27.0,64.0,47.0,,,73.0,27.0,64.0,,,,,,5.0,5.0,7.0,7.0,4.0,0.0,1.0,0.64,26.0,26.0,33.0,33.0,23.0,100150.py,100150.PriorScaler:::100150.py
Class,100157.HSGP,gpt-oss/100157.py,30.0,2.0,22.0,5.0,7.0,7.0,7.0,7.0,6.0,0.0,6.0,0.0,0.0,,,,,2.0,10.0,3.0,3.0,120.0,11.0,89.0,28.0,81.0,21.0,,,78.0,25.0,73.0,,,,,,12.0,12.0,12.0,12.0,12.0,0.0,3.0,0.24,26.0,26.0,27.0,27.0,22.0,100157.py,100157.HSGP:::100157.py
Class,100194.FilesystemDataInfo,gpt-oss/100194.py,4.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,12.0,2.0,5.0,4.0,3.0,5.0,,,5.0,4.0,3.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,100194.py,100194.FilesystemDataInfo:::100194.py
Class,100197._ExecutionRunParams,gpt-oss/100197.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,11.0,0.0,10.0,10.0,9.0,1.0,,,10.0,10.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100197.py,100197._ExecutionRunParams:::100197.py
Class,100199._ProcessingData,gpt-oss/100199.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,4.0,3.0,3.0,4.0,,,4.0,3.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100199.py,100199._ProcessingData:::100199.py
Class,100200.EONode,gpt-oss/100200.py,9.0,0.0,8.0,1.0,4.0,4.0,4.0,4.0,2.0,0.0,5.0,1.0,0.0,,,,,4.0,0.0,4.0,4.0,52.0,5.0,36.0,15.0,27.0,11.0,,,32.0,11.0,27.0,,,,,,6.0,6.0,6.0,6.0,6.0,0.0,2.0,0.31,14.0,14.0,14.0,14.0,9.0,100200.py,100200.EONode:::100200.py
Class,100201.ExceptionInfo,gpt-oss/100201.py,10.0,0.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,,,,,3.0,0.0,4.0,4.0,57.0,7.0,37.0,16.0,26.0,13.0,,,17.0,10.0,12.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.35,4.0,4.0,4.0,4.0,4.0,100201.py,100201.ExceptionInfo:::100201.py
Class,100202.NodeStats,gpt-oss/100202.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,,,,,5.0,0.0,5.0,5.0,43.0,6.0,32.0,13.0,23.0,5.0,,,20.0,10.0,14.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.16,7.0,7.0,7.0,7.0,5.0,100202.py,100202.NodeStats:::100202.py
Class,100205.EOWorkflow,gpt-oss/100205.py,10.0,0.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,18.0,5.0,0.0,,,,,12.0,3.0,18.0,18.0,208.0,24.0,160.0,91.0,106.0,26.0,,,113.0,55.0,92.0,,,,,,5.0,5.0,5.0,5.0,5.0,0.0,2.0,0.16,42.0,42.0,44.0,44.0,32.0,100205.py,100205.EOWorkflow:::100205.py
Class,100206.WorkflowResults,gpt-oss/100206.py,10.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,51.0,8.0,19.0,10.0,15.0,24.0,,,19.0,10.0,15.0,,,,,,4.0,4.0,5.0,5.0,4.0,0.0,2.0,1.26,6.0,6.0,7.0,7.0,6.0,100206.py,100206.WorkflowResults:::100206.py
Class,100227.KrigingObject,gpt-oss/100227.py,26.0,3.0,8.0,15.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,,,,,3.0,7.0,3.0,3.0,83.0,11.0,25.0,15.0,21.0,47.0,,,25.0,15.0,21.0,,,,,,3.0,3.0,4.0,4.0,3.0,0.0,1.0,1.88,6.0,6.0,7.0,7.0,5.0,100227.py,100227.KrigingObject:::100227.py
Class,100262.EOExecutorVisualization,gpt-oss/100262.py,12.0,0.0,11.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,1.0,0.0,,,,,8.0,3.0,10.0,10.0,138.0,12.0,109.0,59.0,94.0,17.0,,,88.0,53.0,77.0,,,,,,6.0,6.0,8.0,8.0,1.0,0.0,4.0,0.16,26.0,26.0,28.0,28.0,10.0,100262.py,100262.EOExecutorVisualization:::100262.py
Class,100263._ErrorSummary,gpt-oss/100263.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,12.0,2.0,7.0,5.0,3.0,3.0,,,6.0,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.43,2.0,2.0,2.0,2.0,2.0,100263.py,100263._ErrorSummary:::100263.py
Class,100264.MatplotlibVisualization,gpt-oss/100264.py,19.0,0.0,15.0,3.0,4.0,4.0,4.0,4.0,2.0,0.0,14.0,0.0,0.0,,,,,12.0,8.0,12.0,12.0,237.0,17.0,178.0,80.0,130.0,42.0,,,128.0,44.0,115.0,,,,,,15.0,15.0,16.0,16.0,5.0,0.0,4.0,0.24,48.0,48.0,52.0,52.0,19.0,100264.py,100264.MatplotlibVisualization:::100264.py
Class,100267.EOWorkflowVisualization,gpt-oss/100267.py,12.0,1.0,7.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,,,,,3.0,1.0,4.0,4.0,56.0,8.0,31.0,19.0,25.0,17.0,,,30.0,18.0,25.0,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,3.0,0.55,10.0,10.0,10.0,10.0,4.0,100267.py,100267.EOWorkflowVisualization:::100267.py
Class,100361.BaseProfile,gpt-oss/100361.py,10.0,0.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,10.0,0.0,0.0,,,,,6.0,5.0,6.0,6.0,75.0,7.0,33.0,22.0,18.0,35.0,,,25.0,12.0,18.0,,,,,,2.0,2.0,5.0,5.0,1.0,0.0,1.0,1.06,9.0,9.0,13.0,13.0,6.0,100361.py,100361.BaseProfile:::100361.py
Class,100365.Config,gpt-oss/100365.py,19.0,3.0,12.0,5.0,4.0,4.0,4.0,4.0,3.0,0.0,9.0,0.0,0.0,,,,,4.0,2.0,4.0,4.0,85.0,14.0,47.0,17.0,42.0,25.0,,,45.0,14.0,40.0,,,,,,8.0,8.0,9.0,9.0,7.0,0.0,2.0,0.53,15.0,15.0,17.0,17.0,10.0,100365.py,100365.Config:::100365.py
