Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Class,100045.hhn_parameters,claude-4-5-haiku/100045.py,44.0,12.0,14.0,18.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,13.0,1.0,1.0,50.0,13.0,15.0,15.0,13.0,22.0,,,15.0,15.0,13.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.47,1.0,1.0,1.0,1.0,1.0,100045.py,100045.hhn_parameters:::100045.py
Class,100050.legion_dynamic,claude-4-5-haiku/100050.py,11.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,7.0,4.0,7.0,7.0,90.0,16.0,43.0,23.0,32.0,31.0,,,40.0,20.0,32.0,,,,,,9.0,9.0,9.0,9.0,8.0,0.0,4.0,0.72,15.0,15.0,15.0,15.0,14.0,100050.py,100050.legion_dynamic:::100050.py
Class,100054.pcnn_dynamic,claude-4-5-haiku/100054.py,11.0,1.0,6.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,,,,,8.0,3.0,8.0,8.0,105.0,16.0,52.0,28.0,40.0,37.0,,,50.0,26.0,40.0,,,,,,9.0,9.0,9.0,9.0,1.0,0.0,4.0,0.71,23.0,23.0,23.0,23.0,8.0,100054.py,100054.pcnn_dynamic:::100054.py
Class,100057.pcnn_visualizer,claude-4-5-haiku/100057.py,23.0,3.0,17.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,3.0,3.0,94.0,14.0,63.0,30.0,48.0,17.0,,,58.0,27.0,46.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,3.0,0.27,9.0,9.0,9.0,9.0,4.0,100057.py,100057.pcnn_visualizer:::100057.py
Class,100063.order_estimator,claude-4-5-haiku/100063.py,26.0,6.0,12.0,8.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,2.0,2.0,60.0,13.0,27.0,17.0,20.0,20.0,,,25.0,15.0,20.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.74,6.0,6.0,6.0,6.0,5.0,100063.py,100063.order_estimator:::100063.py
Class,100070.syncsegm,claude-4-5-haiku/100070.py,19.0,3.0,9.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,,,,,6.0,4.0,6.0,6.0,139.0,23.0,54.0,39.0,43.0,62.0,,,53.0,39.0,42.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,1.15,13.0,13.0,13.0,13.0,6.0,100070.py,100070.syncsegm:::100070.py
Class,100071.syncsegm_analyser,claude-4-5-haiku/100071.py,8.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,47.0,5.0,16.0,11.0,10.0,26.0,,,16.0,11.0,10.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.63,7.0,7.0,7.0,7.0,5.0,100071.py,100071.syncsegm_analyser:::100071.py
Class,100072.syncsegm_visualizer,claude-4-5-haiku/100072.py,16.0,2.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,2.0,39.0,5.0,23.0,9.0,16.0,11.0,,,21.0,7.0,16.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.48,2.0,2.0,2.0,2.0,2.0,100072.py,100072.syncsegm_visualizer:::100072.py
Class,100073.answer_reader,claude-4-5-haiku/100073.py,9.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,6.0,3.0,6.0,6.0,63.0,7.0,27.0,14.0,20.0,29.0,,,26.0,13.0,19.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,3.0,1.07,10.0,10.0,10.0,10.0,6.0,100073.py,100073.answer_reader:::100073.py
Class,100083.SIMPLE_ANSWERS,claude-4-5-haiku/100083.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,32.0,6.0,22.0,7.0,21.0,4.0,,,7.0,7.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,100083.py,100083.SIMPLE_ANSWERS:::100083.py
Class,100084.SIMPLE_SAMPLES,claude-4-5-haiku/100084.py,7.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,2.0,57.0,4.0,39.0,21.0,34.0,14.0,,,21.0,19.0,18.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.36,2.0,2.0,2.0,2.0,2.0,100084.py,100084.SIMPLE_SAMPLES:::100084.py
Class,100085.color,claude-4-5-haiku/100085.py,7.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,31.0,2.0,21.0,4.0,18.0,23.0,,,4.0,3.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.1,1.0,1.0,1.0,1.0,1.0,100085.py,100085.color:::100085.py
Class,100086.dimension_info,claude-4-5-haiku/100086.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,10.0,6.0,10.0,10.0,67.0,12.0,52.0,19.0,41.0,3.0,,,46.0,19.0,35.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,4.0,0.06,18.0,18.0,20.0,20.0,10.0,100086.py,100086.dimension_info:::100086.py
Class,100087.graph,claude-4-5-haiku/100087.py,7.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,6.0,4.0,6.0,6.0,53.0,6.0,22.0,15.0,11.0,25.0,,,18.0,11.0,11.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.14,7.0,7.0,7.0,7.0,6.0,100087.py,100087.graph:::100087.py
Class,100089.distance_metric,claude-4-5-haiku/100089.py,11.0,0.0,8.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,,,,,11.0,5.0,11.0,11.0,245.0,17.0,136.0,46.0,112.0,110.0,,,116.0,46.0,92.0,,,,,,9.0,9.0,9.0,9.0,8.0,0.0,3.0,0.81,50.0,50.0,50.0,50.0,38.0,100089.py,100089.distance_metric:::100089.py
Class,100094.ConstantComponent,claude-4-5-haiku/100094.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,7.0,2.0,5.0,4.0,2.0,0.0,,,5.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,100094.py,100094.ConstantComponent:::100094.py
Class,100095.DistributionalComponent,claude-4-5-haiku/100095.py,8.0,0.0,8.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,,,,,8.0,3.0,8.0,8.0,76.0,9.0,67.0,24.0,58.0,0.0,,,59.0,24.0,50.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,3.0,0.0,25.0,25.0,25.0,25.0,8.0,100095.py,100095.DistributionalComponent:::100095.py
Class,100096.ResponseComponent,claude-4-5-haiku/100096.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,7.0,2.0,5.0,4.0,2.0,0.0,,,5.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,100096.py,100096.ResponseComponent:::100096.py
Class,100097.PyMCModel,claude-4-5-haiku/100097.py,17.0,2.0,11.0,4.0,2.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,,,,,11.0,3.0,11.0,11.0,197.0,30.0,121.0,39.0,97.0,46.0,,,84.0,37.0,62.0,,,,,,7.0,7.0,7.0,7.0,7.0,0.0,3.0,0.38,27.0,27.0,29.0,29.0,17.0,100097.py,100097.PyMCModel:::100097.py
Class,100098.CommonTerm,claude-4-5-haiku/100098.py,10.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,3.0,3.0,44.0,8.0,19.0,10.0,14.0,17.0,,,18.0,9.0,14.0,,,,,,4.0,4.0,5.0,5.0,1.0,0.0,1.0,0.89,6.0,6.0,7.0,7.0,3.0,100098.py,100098.CommonTerm:::100098.py
Class,100100.HSGPTerm,claude-4-5-haiku/100100.py,22.0,4.0,11.0,7.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,,,,,4.0,3.0,4.0,4.0,101.0,20.0,47.0,28.0,38.0,34.0,,,39.0,27.0,31.0,,,,,,9.0,9.0,9.0,9.0,4.0,0.0,2.0,0.72,12.0,12.0,12.0,12.0,7.0,100100.py,100100.HSGPTerm:::100100.py
Class,100101.InterceptTerm,claude-4-5-haiku/100101.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,17.0,3.0,8.0,6.0,3.0,6.0,,,7.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,3.0,3.0,3.0,3.0,3.0,100101.py,100101.InterceptTerm:::100101.py
Class,100102.ResponseTerm,claude-4-5-haiku/100102.py,10.0,1.0,6.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,64.0,12.0,32.0,17.0,24.0,20.0,,,30.0,16.0,23.0,,,,,,7.0,7.0,9.0,9.0,1.0,0.0,6.0,0.63,14.0,14.0,16.0,16.0,5.0,100102.py,100102.ResponseTerm:::100102.py
Class,100104.Family,claude-4-5-haiku/100104.py,14.0,1.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,,,,,11.0,4.0,11.0,11.0,197.0,23.0,70.0,35.0,52.0,104.0,,,63.0,32.0,48.0,,,,,,9.0,9.0,9.0,9.0,7.0,0.0,3.0,1.49,24.0,24.0,24.0,24.0,17.0,100104.py,100104.Family:::100104.py
Class,100106.Likelihood,claude-4-5-haiku/100106.py,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,7.0,4.0,7.0,7.0,72.0,10.0,46.0,21.0,34.0,16.0,,,27.0,17.0,19.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,1.0,0.35,12.0,12.0,12.0,12.0,9.0,100106.py,100106.Likelihood:::100106.py
Class,100107.Link,claude-4-5-haiku/100107.py,7.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,3.0,4.0,3.0,3.0,82.0,5.0,53.0,10.0,49.0,24.0,,,18.0,10.0,14.0,,,,,,3.0,3.0,5.0,5.0,3.0,0.0,2.0,0.45,5.0,5.0,7.0,7.0,5.0,100107.py,100107.Link:::100107.py
Class,100139.Estimate,claude-4-5-haiku/100139.py,28.0,3.0,18.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,1.0,1.0,45.0,4.0,22.0,7.0,20.0,19.0,,,13.0,7.0,11.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.86,2.0,2.0,2.0,2.0,1.0,100139.py,100139.Estimate:::100139.py
Class,100140.PredictiveDifferences,claude-4-5-haiku/100140.py,34.0,4.0,17.0,13.0,5.0,5.0,5.0,5.0,3.0,0.0,8.0,0.0,0.0,,,,,5.0,0.0,5.0,5.0,212.0,25.0,94.0,37.0,88.0,93.0,,,82.0,37.0,76.0,,,,,,9.0,9.0,9.0,9.0,5.0,0.0,3.0,0.99,25.0,25.0,27.0,27.0,16.0,100140.py,100140.PredictiveDifferences:::100140.py
Class,100141.ResponseInfo,claude-4-5-haiku/100141.py,12.0,0.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,7.0,1.0,1.0,34.0,1.0,13.0,12.0,11.0,20.0,,,13.0,12.0,11.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.54,1.0,1.0,1.0,1.0,1.0,100141.py,100141.ResponseInfo:::100141.py
Class,100142.ConditionalInfo,claude-4-5-haiku/100142.py,30.0,3.0,17.0,10.0,6.0,6.0,6.0,6.0,1.0,0.0,4.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,46.0,4.0,20.0,6.0,18.0,22.0,,,16.0,6.0,14.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,2.0,1.1,6.0,6.0,6.0,6.0,1.0,100142.py,100142.ConditionalInfo:::100142.py
Class,100143.Covariates,claude-4-5-haiku/100143.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,3.0,4.0,,,4.0,4.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100143.py,100143.Covariates:::100143.py
Class,100146.DistributionalComponent,claude-4-5-haiku/100146.py,8.0,1.0,7.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,16.0,6.0,16.0,16.0,169.0,28.0,116.0,57.0,90.0,25.0,,,107.0,51.0,87.0,,,,,,6.0,6.0,6.0,6.0,3.0,0.0,4.0,0.22,46.0,46.0,49.0,49.0,18.0,100146.py,100146.DistributionalComponent:::100146.py
Class,100149.Prior,claude-4-5-haiku/100149.py,6.0,0.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,4.0,5.0,5.0,52.0,5.0,27.0,14.0,21.0,20.0,,,24.0,14.0,18.0,,,,,,4.0,4.0,5.0,5.0,1.0,0.0,1.0,0.74,10.0,10.0,13.0,13.0,5.0,100149.py,100149.Prior:::100149.py
Class,100150.PriorScaler,claude-4-5-haiku/100150.py,8.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,8.0,4.0,8.0,8.0,77.0,12.0,57.0,23.0,48.0,8.0,,,38.0,23.0,29.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.14,12.0,12.0,12.0,12.0,8.0,100150.py,100150.PriorScaler:::100150.py
Class,100157.HSGP,claude-4-5-haiku/100157.py,48.0,5.0,17.0,25.0,5.0,5.0,6.0,6.0,3.0,0.0,2.0,0.0,0.0,,,,,2.0,13.0,3.0,3.0,148.0,18.0,54.0,30.0,47.0,76.0,,,49.0,29.0,43.0,,,,,,7.0,7.0,10.0,10.0,6.0,0.0,2.0,1.41,14.0,14.0,17.0,17.0,8.0,100157.py,100157.HSGP:::100157.py
Class,100194.FilesystemDataInfo,claude-4-5-haiku/100194.py,4.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,8.0,1.0,5.0,3.0,3.0,2.0,,,5.0,3.0,3.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.4,2.0,2.0,2.0,2.0,1.0,100194.py,100194.FilesystemDataInfo:::100194.py
Class,100197._ExecutionRunParams,claude-4-5-haiku/100197.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,100197.py,100197._ExecutionRunParams:::100197.py
Class,100199._ProcessingData,claude-4-5-haiku/100199.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,6.0,1.0,3.0,2.0,1.0,2.0,,,3.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,1.0,1.0,100199.py,100199._ProcessingData:::100199.py
Class,100200.EONode,claude-4-5-haiku/100200.py,10.0,2.0,7.0,1.0,4.0,4.0,4.0,4.0,3.0,0.0,9.0,0.0,0.0,,,,,4.0,0.0,4.0,4.0,56.0,12.0,34.0,12.0,29.0,10.0,,,34.0,12.0,29.0,,,,,,6.0,6.0,7.0,7.0,6.0,0.0,2.0,0.29,14.0,14.0,15.0,15.0,11.0,100200.py,100200.EONode:::100200.py
Class,100201.ExceptionInfo,claude-4-5-haiku/100201.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,8.0,1.0,6.0,3.0,5.0,1.0,,,6.0,3.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,100201.py,100201.ExceptionInfo:::100201.py
Class,100202.NodeStats,claude-4-5-haiku/100202.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,12.0,1.0,10.0,4.0,9.0,1.0,,,10.0,4.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,100202.py,100202.NodeStats:::100202.py
Class,100205.EOWorkflow,claude-4-5-haiku/100205.py,14.0,2.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,14.0,0.0,0.0,,,,,9.0,3.0,15.0,15.0,259.0,44.0,145.0,60.0,121.0,70.0,,,131.0,53.0,113.0,,,,,,11.0,11.0,11.0,11.0,8.0,0.0,4.0,0.48,56.0,56.0,57.0,57.0,35.0,100205.py,100205.EOWorkflow:::100205.py
Class,100206.WorkflowResults,claude-4-5-haiku/100206.py,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,25.0,4.0,17.0,8.0,13.0,4.0,,,11.0,7.0,7.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.24,4.0,4.0,4.0,4.0,3.0,100206.py,100206.WorkflowResults:::100206.py
Class,100227.KrigingObject,claude-4-5-haiku/100227.py,25.0,3.0,17.0,5.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,4.0,7.0,4.0,4.0,104.0,17.0,70.0,36.0,65.0,19.0,,,61.0,36.0,56.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,2.0,0.27,13.0,13.0,13.0,13.0,4.0,100227.py,100227.KrigingObject:::100227.py
Class,100262.EOExecutorVisualization,claude-4-5-haiku/100262.py,21.0,3.0,17.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,0.0,0.0,,,,,8.0,1.0,10.0,10.0,220.0,35.0,171.0,46.0,156.0,18.0,,,76.0,42.0,63.0,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,3.0,0.11,26.0,26.0,28.0,28.0,10.0,100262.py,100262.EOExecutorVisualization:::100262.py
Class,100263._ErrorSummary,claude-4-5-haiku/100263.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,12.0,2.0,7.0,5.0,3.0,3.0,,,6.0,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.43,2.0,2.0,2.0,2.0,2.0,100263.py,100263._ErrorSummary:::100263.py
Class,100264.MatplotlibVisualization,claude-4-5-haiku/100264.py,20.0,3.0,15.0,2.0,5.0,5.0,6.0,6.0,2.0,0.0,9.0,0.0,0.0,,,,,12.0,8.0,12.0,12.0,257.0,45.0,186.0,52.0,173.0,26.0,,,153.0,52.0,140.0,,,,,,18.0,18.0,18.0,18.0,8.0,0.0,3.0,0.14,63.0,63.0,68.0,68.0,29.0,100264.py,100264.MatplotlibVisualization:::100264.py
Class,100267.EOWorkflowVisualization,claude-4-5-haiku/100267.py,18.0,3.0,11.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,,,,,3.0,1.0,4.0,4.0,77.0,16.0,44.0,22.0,38.0,17.0,,,41.0,21.0,36.0,,,,,,8.0,8.0,10.0,10.0,1.0,0.0,4.0,0.39,15.0,15.0,17.0,17.0,4.0,100267.py,100267.EOWorkflowVisualization:::100267.py
Class,100361.BaseProfile,claude-4-5-haiku/100361.py,5.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,7.0,0.0,0.0,,,,,6.0,1.0,6.0,6.0,41.0,6.0,24.0,11.0,17.0,11.0,,,24.0,11.0,17.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.46,9.0,9.0,9.0,9.0,8.0,100361.py,100361.BaseProfile:::100361.py
