Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential
Function,"103.apply_format",claude-3-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,19,2,9,1,8,8,4,1,6,1,5,4,4,4,4,4,,,,,,,1,0.89,,,,,
Module File,"103.py",claude-3-haiku/103.py,19,2,9,8,4,4,4,4,4,,,,,0,1,,1,,,,,19,2,9,1,8,8,0,0,6,1,5,0,0,0,0,0,4,4,4,4,4,,1,0.89,4,4,4,4,4
Function,"104.apply_gate",claude-3-haiku/104.py,,,,,,,,,,,,,,,,,,,,,,15,0,15,1,14,0,7,1,10,1,9,7,7,8,8,7,,,,,,,2,0.00,,,,,
Module File,"104.py",claude-3-haiku/104.py,15,0,15,0,7,7,8,8,7,,,,,0,1,,1,,,,,15,0,15,1,14,0,0,0,10,1,9,0,0,0,0,0,7,7,8,8,7,,2,0.00,7,7,8,8,7
Function,"105.advance_video_slider_by_n_frames",claude-3-haiku/105.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,3,4,0,1,0,5,3,4,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"105.py",claude-3-haiku/105.py,5,0,5,0,1,1,1,1,1,,,,,0,1,,1,,,,,5,0,5,3,4,0,0,0,5,3,4,0,0,0,0,0,1,1,1,1,1,,0,0.00,1,1,1,1,1
Module File,"106.py",claude-3-haiku/106.py,24,3,9,12,4,4,4,4,4,,,,,0,1,,1,,,,,26,4,10,2,8,12,0,0,7,2,5,0,0,0,0,0,4,4,4,4,4,,1,1.20,4,4,4,4,4
Function,"106.reorder_image",claude-3-haiku/106.py,,,,,,,,,,,,,,,,,,,,,,24,3,9,1,8,12,4,1,6,1,5,4,4,4,4,4,,,,,,,1,1.33,,,,,
Function,"107.find_and_replace_pattern_with_aow_and_update_counters",claude-3-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,28,7,14,8,12,7,1,0,14,8,12,1,1,1,1,1,,,,,,,0,0.50,,,,,
Module File,"107.py",claude-3-haiku/107.py,28,7,14,7,1,1,1,1,1,,,,,0,1,,1,,,,,28,7,14,8,12,7,0,0,14,8,12,0,0,0,0,0,1,1,1,1,1,,0,0.50,1,1,1,1,1
Module File,"108.py",claude-3-haiku/108.py,20,2,14,4,3,3,3,3,3,,,,,0,1,,1,,,,,23,3,16,6,13,4,0,0,15,5,12,0,0,0,0,0,3,3,3,3,3,,3,0.25,3,3,3,3,3
Function,"108.update_cargo_toml",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,20,2,14,4,13,4,3,0,13,3,12,3,3,3,3,3,,,,,,,3,0.29,,,,,
Module File,"109.py",claude-3-haiku/109.py,14,2,5,7,2,2,2,2,1,,,,,0,1,,1,,,,,14,2,5,1,4,7,0,0,5,1,4,0,0,0,0,0,2,2,2,2,1,,1,1.40,2,2,2,2,1
Function,"109.try_ensure_utf8",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,14,2,5,1,4,7,2,0,5,1,4,2,2,2,2,1,,,,,,,1,1.40,,,,,
Function,"11.fetch_genre",claude-3-haiku/11.py,,,,,,,,,,,,,,,,,,,,,,14,1,13,2,12,0,2,0,5,2,4,2,2,2,2,1,,,,,,,1,0.00,,,,,
Module File,"11.py",claude-3-haiku/11.py,14,1,13,0,2,2,2,2,1,,,,,0,1,,1,,,,,14,1,13,2,12,0,0,0,5,2,4,0,0,0,0,0,2,2,2,2,1,,1,0.00,2,2,2,2,1
Function,"110.format_notebook_cells",claude-3-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,18,0,17,3,16,1,2,0,5,3,4,2,2,2,2,1,,,,,,,1,0.06,,,,,
Function,"110.get_code_blocks",claude-3-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"110.get_execution_results",claude-3-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Module File,"110.py",claude-3-haiku/110.py,15,2,9,4,2,2,2,2,1,,,,,0,4,,4,,,,,65,11,38,14,32,16,0,0,21,12,15,0,0,0,0,0,2,2,2,2,1,,2,0.42,6,6,6,6,4
Function,"110.save_conversation_history_to_notebook",claude-3-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,35,7,15,7,14,13,2,0,10,5,9,2,2,2,2,1,,,,,,,2,0.87,,,,,
Function,"111._determine_language_by_file_extensions",claude-3-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,3,3,0,1,0,4,3,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"111._determine_language_by_git_repo",claude-3-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,8,0,8,4,7,0,2,0,8,4,7,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"111._determine_language_by_package_json",claude-3-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,8,0,8,4,7,0,3,0,8,3,7,3,3,3,3,3,,,,,,,2,0.00,,,,,
Function,"111.determine_project_language",claude-3-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,19,2,9,1,8,8,4,1,6,1,5,4,4,4,4,4,,,,,,,1,0.89,,,,,
Module File,"111.py",claude-3-haiku/111.py,8,1,7,2,2,2,2,2,2,,,,,0,5,,4,,,,,50,7,35,18,26,8,1,0,32,17,23,1,1,1,1,1,4,4,4,4,4,,2,0.23,11,11,11,11,10
Function,"112._async_eval_runner",claude-3-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,33,2,30,17,18,1,11,1,19,5,18,8,8,8,8,4,,,,,,,4,0.03,,,,,
Module File,"112.py",claude-3-haiku/112.py,33,2,30,1,8,8,8,8,4,,,,,0,1,,1,,,,,33,2,30,17,18,1,0,0,19,5,18,0,0,0,0,0,8,8,8,8,4,,4,0.03,8,8,8,8,4
Function,"113.close_loggers",claude-3-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,12,1,7,3,6,4,3,0,7,3,6,3,3,3,3,1,,,,,,,2,0.57,,,,,
Module File,"113.py",claude-3-haiku/113.py,12,1,7,4,3,3,3,3,1,,,,,0,1,,1,,,,,12,1,7,3,6,4,0,0,7,3,6,0,0,0,0,0,3,3,3,3,1,,2,0.57,3,3,3,3,1
Function,"114.get_nccl_id_store_by_name",claude-3-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,13,2,11,3,10,0,4,1,10,3,9,4,4,5,5,4,,,,,,,1,0.00,,,,,
Module File,"114.py",claude-3-haiku/114.py,13,2,11,0,4,4,5,5,4,,,,,0,1,,1,,,,,16,3,13,5,10,0,0,0,12,5,9,0,0,0,0,0,4,4,5,5,4,,1,0.00,4,4,5,5,4
Module File,"115.py",claude-3-haiku/115.py,16,2,7,7,3,3,5,5,1,,,,,0,1,,1,,,,,16,2,7,4,6,7,0,0,7,4,6,0,0,0,0,0,3,3,5,5,1,,2,1.00,3,3,5,5,1
Function,"115.to_dict",claude-3-haiku/115.py,,,,,,,,,,,,,,,,,,,,,,16,2,7,4,6,7,3,0,7,4,6,3,3,5,5,1,,,,,,,2,1.00,,,,,
Function,"116.load_ip_adapter_tensors",claude-3-haiku/116.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,3,3,0,1,0,4,3,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"116.py",claude-3-haiku/116.py,3,0,4,0,1,1,1,1,1,,,,,0,2,,1,,,,,10,2,8,7,4,0,1,0,8,7,4,1,1,1,1,1,1,1,1,1,1,,0,0.00,2,2,2,2,2
Class,"117.CustomDataset",claude-3-haiku/117.py,5,0,4,0,1,1,1,1,1,1,2,0,0,,,,,3,6,3,3,17,2,14,13,10,1,,,14,12,10,,,,,,1,1,1,1,1,1,0,0.07,3,3,3,3,3
Function,"117.CustomDataset.__getitem__",claude-3-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,5,0,4,3,3,1,1,0,4,3,3,1,1,1,1,1,,,,,,,0,0.25,,,,,
Function,"117.CustomDataset.__init__",claude-3-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,7,6,0,1,0,7,7,6,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"117.CustomDataset.__len__",claude-3-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"117.Dataset",claude-3-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,42,6,18,14,10,20,4,1,11,5,10,3,3,3,3,1,,,,,,,1,1.11,,,,,
Module File,"117.py",claude-3-haiku/117.py,14,2,8,5,2,2,2,2,1,,,,,1,4,,4,,,,,66,10,37,32,20,21,0,0,30,22,20,0,0,0,0,0,3,3,3,3,1,,1,0.57,6,6,6,6,4
Class,"118.WorldState",claude-3-haiku/118.py,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,4,0,4,1,3,0,,,4,1,3,,,,,,0,0,0,0,0,0,0,0.00,0,0,0,0,0
Module File,"118.py",claude-3-haiku/118.py,5,0,5,0,1,1,1,1,1,,,,,1,1,,1,,,,,14,2,12,8,7,0,0,0,11,7,7,0,0,0,0,0,1,1,1,1,1,,0,0.00,1,1,1,1,1
Function,"118.world_state_from_bytes",claude-3-haiku/118.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,4,4,0,1,0,5,4,4,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"119.flush_stdin",claude-3-haiku/119.py,,,,,,,,,,,,,,,,,,,,,,8,0,8,2,7,0,4,1,8,2,7,4,4,4,4,4,,,,,,,3,0.00,,,,,
Module File,"119.py",claude-3-haiku/119.py,8,0,8,0,4,4,4,4,4,,,,,0,1,,1,,,,,10,1,9,3,7,0,0,0,9,3,7,0,0,0,0,0,4,4,4,4,4,,3,0.00,4,4,4,4,4
Function,"12.broadcast_params",claude-3-haiku/12.py,,,,,,,,,,,,,,,,,,,,,,15,3,5,3,4,7,4,1,5,3,4,3,3,3,3,1,,,,,,,1,1.40,,,,,
Module File,"12.py",claude-3-haiku/12.py,15,3,5,7,3,3,3,3,1,,,,,0,1,,1,,,,,15,3,5,3,4,7,0,0,5,3,4,0,0,0,0,0,3,3,3,3,1,,1,1.40,3,3,3,3,1
Function,"120._get_annotator_df_col_names",claude-3-haiku/120.py,,,,,,,,,,,,,,,,,,,,,,22,4,13,7,10,5,6,1,10,5,9,4,4,4,4,1,,,,,,,2,0.38,,,,,
Module File,"120.py",claude-3-haiku/120.py,22,4,13,5,4,4,4,4,1,,,,,0,1,,1,,,,,22,4,13,7,10,5,0,0,10,5,9,0,0,0,0,0,4,4,4,4,1,,2,0.38,4,4,4,4,1
Function,"121.display_as_textured",claude-3-haiku/121.py,,,,,,,,,,,,,,,,,,,,,,14,0,14,3,13,0,6,1,11,2,10,6,6,6,6,1,,,,,,,4,0.00,,,,,
Module File,"121.py",claude-3-haiku/121.py,14,0,14,0,6,6,6,6,1,,,,,0,1,,1,,,,,14,0,14,3,13,0,0,0,11,2,10,0,0,0,0,0,6,6,6,6,1,,4,0.00,6,6,6,6,1
Function,"122._recurse",claude-3-haiku/122.py,,,,,,,,,,,,,,,,,,,,,,10,0,9,3,8,1,5,1,7,3,6,5,5,5,5,1,,,,,,,2,0.11,,,,,
Module File,"122.py",claude-3-haiku/122.py,10,0,9,1,5,5,5,5,1,,,,,0,1,,1,,,,,10,0,9,3,8,1,0,0,7,3,6,0,0,0,0,0,5,5,5,5,1,,2,0.11,5,5,5,5,1
Module File,"123.py",claude-3-haiku/123.py,24,5,42,0,3,3,4,4,3,,,,,0,2,,1,,,,,52,7,45,22,28,0,1,0,16,8,13,1,1,1,1,1,5,5,6,6,5,,1,0.00,6,6,7,7,6
Function,"123.run",claude-3-haiku/123.py,,,,,,,,,,,,,,,,,,,,,,47,5,42,19,27,0,5,1,13,5,12,5,5,6,6,5,,,,,,,1,0.00,,,,,
Function,"124.greeting",claude-3-haiku/124.py,,,,,,,,,,,,,,,,,,,,,,76,10,18,8,11,48,3,0,7,2,6,3,3,4,4,3,,,,,,,1,2.67,,,,,
Module File,"124.py",claude-3-haiku/124.py,76,10,18,48,3,3,4,4,3,,,,,0,1,,1,,,,,76,10,18,8,11,48,0,0,7,2,6,0,0,0,0,0,3,3,4,4,3,,1,2.67,3,3,4,4,3
Module File,"125.py",claude-3-haiku/125.py,16,2,7,7,3,3,5,5,1,,,,,0,1,,1,,,,,16,2,7,4,6,7,0,0,7,4,6,0,0,0,0,0,3,3,5,5,1,,2,1.00,3,3,5,5,1
Function,"125.to_dict",claude-3-haiku/125.py,,,,,,,,,,,,,,,,,,,,,,16,2,7,4,6,7,3,0,7,4,6,3,3,5,5,1,,,,,,,2,1.00,,,,,
Function,"126.pin_auth_flow",claude-3-haiku/126.py,,,,,,,,,,,,,,,,,,,,,,52,8,33,8,32,11,6,1,23,8,22,6,6,6,6,6,,,,,,,3,0.33,,,,,
Module File,"126.py",claude-3-haiku/126.py,52,8,33,11,6,6,6,6,6,,,,,0,1,,1,,,,,55,9,35,10,32,11,0,0,25,10,22,0,0,0,0,0,6,6,6,6,6,,3,0.31,6,6,6,6,6
Function,"127.prep",claude-3-haiku/127.py,,,,,,,,,,,,,,,,,,,,,,33,7,15,13,11,11,2,0,15,13,11,2,2,2,2,1,,,,,,,1,0.73,,,,,
Module File,"127.py",claude-3-haiku/127.py,33,7,15,11,2,2,2,2,1,,,,,0,1,,1,,,,,33,7,15,13,11,11,0,0,15,13,11,0,0,0,0,0,2,2,2,2,1,,1,0.73,2,2,2,2,1
Function,"128.parse_all_graph_instances_in_directory",claude-3-haiku/128.py,,,,,,,,,,,,,,,,,,,,,,31,4,27,22,18,0,7,1,19,14,18,6,6,6,6,1,,,,,,,4,0.00,,,,,
Module File,"128.py",claude-3-haiku/128.py,31,4,27,0,6,6,6,6,1,,,,,0,1,,1,,,,,34,5,29,24,18,0,0,0,21,16,18,0,0,0,0,0,6,6,6,6,1,,4,0.00,6,6,6,6,1
Function,"129._append_few_shot_examples",claude-3-haiku/129.py,,,,,,,,,,,,,,,,,,,,,,16,2,13,7,8,1,1,0,9,3,8,4,4,4,4,1,,,,,,,2,0.08,,,,,
Module File,"129.py",claude-3-haiku/129.py,16,2,13,1,4,4,4,4,1,,,,,0,1,,1,,,,,16,2,13,7,8,1,0,0,9,3,8,0,0,0,0,0,4,4,4,4,1,,2,0.08,4,4,4,4,1
Function,"13.apply_assignment_spacing",claude-3-haiku/13.py,,,,,,,,,,,,,,,,,,,,,,25,2,15,5,14,8,7,1,13,5,12,5,5,6,6,1,,,,,,,3,0.53,,,,,
Module File,"13.py",claude-3-haiku/13.py,25,2,15,8,5,5,6,6,1,,,,,0,1,,1,,,,,25,2,15,5,14,8,0,0,13,5,12,0,0,0,0,0,5,5,6,6,1,,3,0.53,5,5,6,6,1
Function,"130.get_objects",claude-3-haiku/130.py,,,,,,,,,,,,,,,,,,,,,,8,0,8,1,7,0,3,0,7,1,6,3,3,3,3,3,,,,,,,2,0.00,,,,,
Module File,"130.py",claude-3-haiku/130.py,8,0,8,0,3,3,3,3,3,,,,,0,1,,1,,,,,8,0,8,1,7,0,0,0,7,1,6,0,0,0,0,0,3,3,3,3,3,,2,0.00,3,3,3,3,3
Function,"131.mcp_client_command",claude-3-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,18,2,13,2,12,3,5,1,10,2,9,5,5,5,5,1,,,,,,,1,0.23,,,,,
Module File,"131.py",claude-3-haiku/131.py,9,1,7,2,3,3,3,3,1,,,,,0,4,,4,,,,,43,6,31,10,24,6,0,0,28,8,21,0,0,0,0,0,5,5,5,5,1,,1,0.19,10,10,10,10,4
Function,"131.restart_mcp_client",claude-3-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,4,0,3,1,2,1,1,0,3,1,2,1,1,1,1,1,,,,,,,0,0.33,,,,,
Function,"131.start_mcp_client",claude-3-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,7,0,6,2,5,1,2,0,6,1,5,2,2,2,2,1,,,,,,,1,0.17,,,,,
Function,"131.stop_mcp_client",claude-3-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,7,0,6,2,5,1,2,0,6,1,5,2,2,2,2,1,,,,,,,1,0.17,,,,,
Function,"132._pick_webmerc",claude-3-haiku/132.py,,,,,,,,,,,,,,,,,,,,,,9,2,7,2,6,0,4,1,7,2,6,4,4,4,4,4,,,,,,,2,0.00,,,,,
Module File,"132.py",claude-3-haiku/132.py,9,2,7,0,4,4,4,4,4,,,,,0,1,,1,,,,,9,2,7,2,6,0,0,0,7,2,6,0,0,0,0,0,4,4,4,4,4,,2,0.00,4,4,4,4,4
Module File,"133.py",claude-3-haiku/133.py,6,0,2,4,1,1,1,1,1,,,,,0,1,,1,,,,,8,1,3,2,1,4,0,0,3,2,1,0,0,0,0,0,1,1,1,1,1,,0,1.33,1,1,1,1,1
Function,"133.sinc",claude-3-haiku/133.py,,,,,,,,,,,,,,,,,,,,,,6,0,2,1,1,4,1,0,2,1,1,1,1,1,1,1,,,,,,,0,2.00,,,,,
Module File,"134.py",claude-3-haiku/134.py,11,2,9,0,1,1,1,1,1,,,,,0,3,,3,,,,,27,7,20,9,16,0,0,0,20,9,16,0,0,0,0,0,1,1,1,1,1,,0,0.00,3,3,3,3,3
Function,"134.show_tooltip",claude-3-haiku/134.py,,,,,,,,,,,,,,,,,,,,,,27,7,20,9,16,0,1,0,20,9,16,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"134.show_tooltip.hide_tip",claude-3-haiku/134.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"134.show_tooltip.show_tip",claude-3-haiku/134.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,2,3,0,1,0,4,2,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"135.py",claude-3-haiku/135.py,22,4,4,15,1,1,1,1,1,,,,,0,2,,2,,,,,29,5,5,3,3,20,0,0,5,3,3,0,0,0,0,0,1,1,1,1,1,,0,4.00,2,2,2,2,2
Function,"135.wrapper",claude-3-haiku/135.py,,,,,,,,,,,,,,,,,,,,,,29,5,5,3,3,20,1,0,5,3,3,1,1,1,1,1,,,,,,,0,4.00,,,,,
Function,"135.wrapper.inner_function",claude-3-haiku/135.py,,,,,,,,,,,,,,,,,,,,,,15,2,3,2,2,10,1,0,3,2,2,1,1,1,1,1,,,,,,,0,3.33,,,,,
Function,"136.atan",claude-3-haiku/136.py,,,,,,,,,,,,,,,,,,,,,,11,1,5,1,4,5,2,0,4,1,3,2,2,2,2,1,,,,,,,1,1.00,,,,,
Module File,"136.py",claude-3-haiku/136.py,11,1,5,5,2,2,2,2,1,,,,,0,1,,1,,,,,13,2,6,2,4,5,0,0,5,2,3,0,0,0,0,0,2,2,2,2,1,,1,0.83,2,2,2,2,1
Function,"137.avatar_tool",claude-3-haiku/137.py,,,,,,,,,,,,,,,,,,,,,,15,2,12,5,9,1,1,0,5,3,4,1,1,1,1,1,,,,,,,0,0.08,,,,,
Module File,"137.py",claude-3-haiku/137.py,15,2,12,1,1,1,1,1,1,,,,,0,1,,1,,,,,18,3,14,7,9,1,0,0,7,5,4,0,0,0,0,0,1,1,1,1,1,,0,0.07,1,1,1,1,1
Class,"138.Boot",claude-3-haiku/138.py,3,0,3,0,1,1,1,1,1,0,2,0,0,,,,,1,2,1,1,4,0,4,4,2,0,,,4,4,2,,,,,,1,1,1,1,1,0,0,0.00,1,1,1,1,1
Function,"138.Boot.__init__",claude-3-haiku/138.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,3,2,0,1,0,3,3,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"138._detect_boot",claude-3-haiku/138.py,,,,,,,,,,,,,,,,,,,,,,9,0,9,1,8,0,4,1,6,1,5,4,4,4,4,4,,,,,,,1,0.00,,,,,
Function,"138._detect_boot_linux",claude-3-haiku/138.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,3,3,0,1,0,4,3,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"138._detect_boot_macos",claude-3-haiku/138.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,3,3,0,1,0,4,3,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"138._detect_boot_windows",claude-3-haiku/138.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,2,2,0,1,0,3,2,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"138.py",claude-3-haiku/138.py,5,0,5,0,2,2,2,2,2,,,,,1,5,,5,,,,,32,5,27,16,18,0,0,0,24,16,15,0,0,0,0,0,4,4,4,4,4,,1,0.00,8,8,8,8,8
Function,"139._write_gha_outputs",claude-3-haiku/139.py,,,,,,,,,,,,,,,,,,,,,,21,0,13,5,10,8,3,0,11,2,10,3,3,3,3,1,,,,,,,3,0.62,,,,,
Module File,"139.py",claude-3-haiku/139.py,21,0,13,8,3,3,3,3,1,,,,,0,1,,1,,,,,23,1,14,6,10,8,0,0,12,3,10,0,0,0,0,0,3,3,3,3,1,,3,0.57,3,3,3,3,1
Function,"14.crop",claude-3-haiku/14.py,,,,,,,,,,,,,,,,,,,,,,21,2,9,8,1,10,1,0,2,1,1,1,1,1,1,1,,,,,,,0,1.11,,,,,
Module File,"14.py",claude-3-haiku/14.py,21,2,9,10,1,1,1,1,1,,,,,0,1,,1,,,,,21,2,9,8,1,10,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,,0,1.11,1,1,1,1,1
Function,"140.infill_tile",claude-3-haiku/140.py,,,,,,,,,,,,,,,,,,,,,,42,9,25,8,24,8,41,2,25,8,24,9,9,9,9,5,,,,,,,3,0.32,,,,,
Module File,"140.py",claude-3-haiku/140.py,22,9,25,8,5,5,5,5,3,,,,,0,2,,1,,,,,48,11,29,12,25,8,1,0,29,12,25,1,1,1,1,1,9,9,9,9,5,,3,0.28,10,10,10,10,6
Function,"141.get_default_video_prompt",claude-3-haiku/141.py,,,,,,,,,,,,,,,,,,,,,,17,3,4,3,1,10,1,0,2,1,1,1,1,1,1,1,,,,,,,0,2.50,,,,,
Module File,"141.py",claude-3-haiku/141.py,17,3,4,10,1,1,1,1,1,,,,,0,1,,1,,,,,17,3,4,3,1,10,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,,0,2.50,1,1,1,1,1
Function,"142.fluid_field_weights_gravity",claude-3-haiku/142.py,,,,,,,,,,,,,,,,,,,,,,16,2,7,3,6,7,1,0,4,3,3,1,1,1,1,1,,,,,,,0,1.00,,,,,
Module File,"142.py",claude-3-haiku/142.py,16,2,7,7,1,1,1,1,1,,,,,0,1,,1,,,,,18,3,8,4,6,7,0,0,5,4,3,0,0,0,0,0,1,1,1,1,1,,0,0.88,1,1,1,1,1
Function,"143.is_repo_id_cached",claude-3-haiku/143.py,,,,,,,,,,,,,,,,,,,,,,15,2,7,3,6,6,2,0,7,2,6,2,2,2,2,1,,,,,,,2,0.86,,,,,
Module File,"143.py",claude-3-haiku/143.py,15,2,7,6,2,2,2,2,1,,,,,0,1,,1,,,,,15,2,7,3,6,6,0,0,7,2,6,0,0,0,0,0,2,2,2,2,1,,2,0.86,2,2,2,2,1
Module File,"144.py",claude-3-haiku/144.py,20,2,5,13,2,2,3,3,1,,,,,0,1,,1,,,,,20,2,5,1,4,13,0,0,4,1,3,0,0,0,0,0,2,2,3,3,1,,1,2.60,2,2,3,3,1
Function,"144.split_mantissa_unit",claude-3-haiku/144.py,,,,,,,,,,,,,,,,,,,,,,20,2,5,1,4,13,2,0,4,1,3,2,2,3,3,1,,,,,,,1,2.60,,,,,
