Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential
Function,"103.apply_format",claude-4-5-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,68,12,53,20,46,3,1,0,47,20,40,1,1,1,1,1,,,,,,,0,0.06,,,,,
Function,"103.apply_format.clear_format",claude-4-5-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,1,3,0,1,0,4,1,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"103.apply_format.make_bold",claude-4-5-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,10,0,10,3,9,0,2,0,8,3,7,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"103.apply_format.make_italic",claude-4-5-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,10,0,10,3,9,0,2,0,8,3,7,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"103.apply_format.make_underline",claude-4-5-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,10,0,10,3,9,0,2,0,8,3,7,2,2,2,2,1,,,,,,,1,0.00,,,,,
Module File,"103.py",claude-4-5-haiku/103.py,20,2,17,1,2,2,2,2,1,,,,,0,5,,5,,,,,68,12,53,20,46,3,0,0,47,20,40,0,0,0,0,0,2,2,2,2,1,,1,0.06,8,8,8,8,5
Function,"104.apply_gate",claude-4-5-haiku/104.py,,,,,,,,,,,,,,,,,,,,,,83,14,50,7,49,19,72,2,25,7,24,8,8,10,10,5,,,,,,,2,0.38,,,,,
Module File,"104.py",claude-4-5-haiku/104.py,45,14,50,19,5,5,6,6,3,,,,,0,2,,1,,,,,98,20,58,9,56,20,2,0,33,9,31,2,2,2,2,1,8,8,10,10,5,,2,0.34,10,10,12,12,6
Function,"105.advance_video_slider_by_n_frames",claude-4-5-haiku/105.py,,,,,,,,,,,,,,,,,,,,,,9,1,7,4,6,1,2,0,7,4,6,2,2,3,3,1,,,,,,,1,0.14,,,,,
Module File,"105.py",claude-4-5-haiku/105.py,9,1,7,1,2,2,3,3,1,,,,,0,1,,1,,,,,9,1,7,4,6,1,0,0,7,4,6,0,0,0,0,0,2,2,3,3,1,,1,0.14,2,2,3,3,1
Module File,"106.py",claude-4-5-haiku/106.py,22,3,7,12,4,4,4,4,1,,,,,0,1,,1,,,,,22,3,7,1,6,12,0,0,6,1,5,0,0,0,0,0,4,4,4,4,1,,2,1.71,4,4,4,4,1
Function,"106.reorder_image",claude-4-5-haiku/106.py,,,,,,,,,,,,,,,,,,,,,,22,3,7,1,6,12,4,1,6,1,5,4,4,4,4,1,,,,,,,2,1.71,,,,,
Function,"107.find_and_replace_pattern_with_aow_and_update_counters",claude-4-5-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,57,9,30,9,26,18,1,0,17,9,13,1,1,1,1,1,,,,,,,0,0.60,,,,,
Function,"107.find_and_replace_pattern_with_aow_and_update_counters.process_text",claude-4-5-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,24,5,8,5,7,11,2,0,8,5,7,2,2,2,2,1,,,,,,,1,1.38,,,,,
Function,"107.find_and_replace_pattern_with_aow_and_update_counters.update_counters",claude-4-5-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,6,0,5,1,4,1,1,0,5,1,4,1,1,1,1,1,,,,,,,0,0.20,,,,,
Module File,"107.py",claude-4-5-haiku/107.py,29,5,14,10,1,1,1,1,1,,,,,0,3,,3,,,,,57,9,30,9,26,18,0,0,17,9,13,0,0,0,0,0,2,2,2,2,1,,1,0.60,4,4,4,4,3
Module File,"108.py",claude-4-5-haiku/108.py,37,10,18,9,3,3,3,3,3,,,,,0,1,,1,,,,,37,10,18,7,16,9,0,0,13,7,11,0,0,0,0,0,3,3,3,3,3,,1,0.50,3,3,3,3,3
Function,"108.update_cargo_toml",claude-4-5-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,37,10,18,7,16,9,3,0,13,7,11,3,3,3,3,3,,,,,,,1,0.50,,,,,
Module File,"109.py",claude-4-5-haiku/109.py,34,5,22,7,6,6,7,7,6,,,,,0,1,,1,,,,,34,5,22,5,20,7,0,0,22,5,20,0,0,0,0,0,6,6,7,7,6,,2,0.32,6,6,7,7,6
Function,"109.try_ensure_utf8",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,34,5,22,5,20,7,8,1,22,5,20,6,6,7,7,6,,,,,,,2,0.32,,,,,
Function,"11.fetch_genre",claude-4-5-haiku/11.py,,,,,,,,,,,,,,,,,,,,,,21,4,10,3,9,7,1,0,4,3,3,1,1,1,1,1,,,,,,,0,0.70,,,,,
Module File,"11.py",claude-4-5-haiku/11.py,15,4,10,7,2,2,2,2,1,,,,,0,2,,1,,,,,36,9,19,7,17,8,3,0,13,7,11,3,3,3,3,1,3,3,3,3,1,,2,0.42,4,4,4,4,2
Module File,"110.py",claude-4-5-haiku/110.py,82,11,54,18,5,5,5,5,1,,,,,0,1,,1,,,,,82,11,54,12,51,18,0,0,19,10,16,0,0,0,0,0,5,5,5,5,1,,3,0.33,5,5,5,5,1
Function,"110.save_conversation_history_to_notebook",claude-4-5-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,82,11,54,12,51,18,4,1,19,10,16,5,5,5,5,1,,,,,,,3,0.33,,,,,
Function,"111.determine_project_language",claude-4-5-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,116,10,90,25,81,17,13,1,59,24,50,6,6,6,6,4,,,,,,,2,0.19,,,,,
Function,"111.determine_project_language.check_package_json",claude-4-5-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,16,0,14,6,12,2,4,1,14,5,12,4,4,5,5,4,,,,,,,4,0.14,,,,,
Function,"111.determine_project_language.get_files_by_extension",claude-4-5-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,14,0,12,5,11,2,5,1,12,5,11,5,5,6,6,1,,,,,,,4,0.17,,,,,
Function,"111.determine_project_language.get_git_files",claude-4-5-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,20,0,19,5,18,1,6,1,13,5,12,6,6,6,6,1,,,,,,,5,0.05,,,,,
Module File,"111.py",claude-4-5-haiku/111.py,42,3,34,6,5,5,6,6,3,,,,,0,4,,4,,,,,116,10,90,25,81,17,0,0,59,24,50,0,0,0,0,0,6,6,6,6,4,,5,0.19,21,21,23,23,10
Function,"112._async_eval_runner",claude-4-5-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,47,6,40,21,26,1,1,0,18,10,15,1,1,1,1,1,,,,,,,0,0.03,,,,,
Function,"112._async_eval_runner.run_async",claude-4-5-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,30,4,26,8,25,0,8,1,15,8,14,5,5,5,5,4,,,,,,,3,0.00,,,,,
Module File,"112.py",claude-4-5-haiku/112.py,39,5,33,1,3,3,3,3,3,,,,,0,2,,2,,,,,47,6,40,21,26,1,0,0,18,10,15,0,0,0,0,0,5,5,5,5,4,,3,0.03,6,6,6,6,5
Function,"113.close_loggers",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,10,1,5,3,4,4,3,0,5,3,4,3,3,3,3,1,,,,,,,2,0.80,,,,,
Module File,"113.py",claude-4-5-haiku/113.py,10,1,5,4,3,3,3,3,1,,,,,0,1,,1,,,,,13,2,7,5,4,4,0,0,7,5,4,0,0,0,0,0,3,3,3,3,1,,2,0.57,3,3,3,3,1
Class,"114.FileStore",claude-4-5-haiku/114.py,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,0,2,1,1,1,,,2,1,1,,,,,,0,0,0,0,0,0,0,0.50,0,0,0,0,0
Class,"114.HashStore",claude-4-5-haiku/114.py,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,0,2,1,1,1,,,2,1,1,,,,,,0,0,0,0,0,0,0,0.50,0,0,0,0,0
Class,"114.TCPStore",claude-4-5-haiku/114.py,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,3,0,2,1,1,1,,,2,1,1,,,,,,0,0,0,0,0,0,0,0.50,0,0,0,0,0
Function,"114.get_nccl_id_store_by_name",claude-4-5-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,20,4,10,3,8,6,2,0,6,3,4,2,2,2,2,1,,,,,,,1,0.60,,,,,
Module File,"114.py",claude-4-5-haiku/114.py,20,4,10,6,2,2,2,2,1,,,,,3,1,,1,,,,,35,10,16,6,11,9,0,0,12,6,7,0,0,0,0,0,2,2,2,2,1,,1,0.56,2,2,2,2,1
Module File,"115.py",claude-4-5-haiku/115.py,29,6,12,11,6,6,7,7,1,,,,,0,1,,1,,,,,29,6,12,5,11,11,0,0,11,5,10,0,0,0,0,0,6,6,7,7,1,,4,0.92,6,6,7,7,1
Function,"115.to_dict",claude-4-5-haiku/115.py,,,,,,,,,,,,,,,,,,,,,,29,6,12,5,11,11,5,1,11,5,10,6,6,7,7,1,,,,,,,4,0.92,,,,,
Function,"116.load_ip_adapter_tensors",claude-4-5-haiku/116.py,,,,,,,,,,,,,,,,,,,,,,21,4,14,6,12,3,6,1,12,6,10,4,4,5,5,1,,,,,,,2,0.21,,,,,
Module File,"116.py",claude-4-5-haiku/116.py,21,4,14,3,4,4,5,5,1,,,,,0,1,,1,,,,,21,4,14,6,12,3,0,0,12,6,10,0,0,0,0,0,4,4,5,5,1,,2,0.21,4,4,5,5,1
Function,"117.Dataset",claude-4-5-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,98,16,70,41,51,12,1,0,57,30,46,1,1,1,1,1,,,,,,,0,0.17,,,,,
Class,"117.Dataset.CustomDataset",claude-4-5-haiku/117.py,11,1,10,1,3,3,4,4,1,1,1,0,0,,,,,6,9,6,6,73,12,58,31,49,3,,,53,27,45,,,,,,6,6,6,6,1,1,4,0.05,19,19,21,21,6
Function,"117.Dataset.CustomDataset.__init__",claude-4-5-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,12,0,12,11,10,0,1,0,11,10,10,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"117.Dataset.CustomDataset.__iter__",claude-4-5-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,24,6,18,5,17,0,17,1,14,5,13,6,6,6,6,1,,,,,,,2,0.00,,,,,
Function,"117.Dataset.CustomDataset.__len__",claude-4-5-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"117.Dataset.CustomDataset._load_data_list",claude-4-5-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,9,1,7,3,5,1,4,1,7,2,5,3,3,3,3,1,,,,,,,2,0.14,,,,,
Function,"117.Dataset.CustomDataset._load_prompt_data",claude-4-5-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,10,0,9,5,8,1,4,1,9,4,8,4,4,5,5,1,,,,,,,4,0.11,,,,,
Function,"117.Dataset.CustomDataset._load_tts_data",claude-4-5-haiku/117.py,,,,,,,,,,,,,,,,,,,,,,10,0,9,5,8,1,4,1,9,4,8,4,4,5,5,1,,,,,,,4,0.11,,,,,
Module File,"117.py",claude-4-5-haiku/117.py,24,3,18,2,3,3,3,3,1,,,,,1,7,,7,,,,,98,16,70,41,51,12,0,0,57,30,46,0,0,0,0,0,6,6,6,6,1,,4,0.17,20,20,22,22,7
Module File,"118.py",claude-4-5-haiku/118.py,74,16,41,17,3,3,3,3,1,,,,,0,1,,1,,,,,74,16,41,16,40,17,0,0,35,16,34,0,0,0,0,0,3,3,3,3,1,,1,0.41,3,3,3,3,1
Function,"118.world_state_from_bytes",claude-4-5-haiku/118.py,,,,,,,,,,,,,,,,,,,,,,74,16,41,16,40,17,4,1,35,16,34,3,3,3,3,1,,,,,,,1,0.41,,,,,
Function,"119.flush_stdin",claude-4-5-haiku/119.py,,,,,,,,,,,,,,,,,,,,,,27,1,23,6,18,3,9,1,22,6,17,9,9,9,9,9,,,,,,,5,0.13,,,,,
Module File,"119.py",claude-4-5-haiku/119.py,27,1,23,3,9,9,9,9,9,,,,,0,1,,1,,,,,27,1,23,6,18,3,0,0,22,6,17,0,0,0,0,0,9,9,9,9,9,,5,0.13,9,9,9,9,9
Function,"12.broadcast_params",claude-4-5-haiku/12.py,,,,,,,,,,,,,,,,,,,,,,12,2,3,2,2,7,2,0,3,2,2,2,2,2,2,1,,,,,,,1,2.33,,,,,
Module File,"12.py",claude-4-5-haiku/12.py,12,2,3,7,2,2,2,2,1,,,,,0,1,,1,,,,,17,4,6,5,2,7,0,0,6,5,2,0,0,0,0,0,2,2,2,2,1,,1,1.17,2,2,2,2,1
Function,"120._get_annotator_df_col_names",claude-4-5-haiku/120.py,,,,,,,,,,,,,,,,,,,,,,57,9,38,12,34,10,96,2,25,10,23,10,10,11,11,5,,,,,,,4,0.26,,,,,
Module File,"120.py",claude-4-5-haiku/120.py,57,9,38,10,10,10,11,11,5,,,,,0,1,,1,,,,,57,9,38,12,34,10,0,0,25,10,23,0,0,0,0,0,10,10,11,11,5,,4,0.26,10,10,11,11,5
Function,"121.display_as_textured",claude-4-5-haiku/121.py,,,,,,,,,,,,,,,,,,,,,,28,5,14,4,13,9,1,0,5,4,4,1,1,1,1,1,,,,,,,0,0.64,,,,,
Module File,"121.py",claude-4-5-haiku/121.py,28,5,14,9,1,1,1,1,1,,,,,0,1,,1,,,,,31,7,15,5,13,9,0,0,6,5,4,0,0,0,0,0,1,1,1,1,1,,0,0.60,1,1,1,1,1
Function,"122._recurse",claude-4-5-haiku/122.py,,,,,,,,,,,,,,,,,,,,,,9,0,9,1,8,0,4,1,6,1,5,4,4,4,4,4,,,,,,,1,0.00,,,,,
Module File,"122.py",claude-4-5-haiku/122.py,9,0,9,0,4,4,4,4,4,,,,,0,1,,1,,,,,9,0,9,1,8,0,0,0,6,1,5,0,0,0,0,0,4,4,4,4,4,,1,0.00,4,4,4,4,4
Module File,"123.py",claude-4-5-haiku/123.py,91,13,54,27,13,13,14,14,5,,,,,0,1,,1,,,,,91,13,54,19,38,27,0,0,26,5,24,0,0,0,0,0,13,13,14,14,5,,2,0.50,13,13,14,14,5
Function,"123.run",claude-4-5-haiku/123.py,,,,,,,,,,,,,,,,,,,,,,91,13,54,19,38,27,640,3,26,5,24,13,13,14,14,5,,,,,,,2,0.50,,,,,
Function,"124.greeting",claude-4-5-haiku/124.py,,,,,,,,,,,,,,,,,,,,,,79,12,19,11,12,48,4,1,12,5,11,4,4,4,4,4,,,,,,,1,2.53,,,,,
Module File,"124.py",claude-4-5-haiku/124.py,79,12,19,48,4,4,4,4,4,,,,,0,1,,1,,,,,79,12,19,11,12,48,0,0,12,5,11,0,0,0,0,0,4,4,4,4,4,,1,2.53,4,4,4,4,4
Module File,"125.py",claude-4-5-haiku/125.py,29,6,12,11,6,6,7,7,1,,,,,0,1,,1,,,,,29,6,12,5,11,11,0,0,11,5,10,0,0,0,0,0,6,6,7,7,1,,4,0.92,6,6,7,7,1
Function,"125.to_dict",claude-4-5-haiku/125.py,,,,,,,,,,,,,,,,,,,,,,29,6,12,5,11,11,5,1,11,5,10,6,6,7,7,1,,,,,,,4,0.92,,,,,
Function,"126.pin_auth_flow",claude-4-5-haiku/126.py,,,,,,,,,,,,,,,,,,,,,,73,14,47,17,44,12,9,1,40,17,37,9,9,10,10,9,,,,,,,3,0.26,,,,,
Module File,"126.py",claude-4-5-haiku/126.py,73,14,47,12,9,9,10,10,9,,,,,0,1,,1,,,,,73,14,47,17,44,12,0,0,40,17,37,0,0,0,0,0,9,9,10,10,9,,3,0.26,9,9,10,10,9
Function,"127.prep",claude-4-5-haiku/127.py,,,,,,,,,,,,,,,,,,,,,,26,4,14,5,11,8,9,1,13,5,10,6,6,6,6,1,,,,,,,2,0.57,,,,,
Module File,"127.py",claude-4-5-haiku/127.py,26,4,14,8,6,6,6,6,1,,,,,0,1,,1,,,,,26,4,14,5,11,8,0,0,13,5,10,0,0,0,0,0,6,6,6,6,1,,2,0.57,6,6,6,6,1
Function,"128.parse_all_graph_instances_in_directory",claude-4-5-haiku/128.py,,,,,,,,,,,,,,,,,,,,,,88,13,63,31,51,12,136,2,45,21,41,18,18,20,20,5,,,,,,,11,0.19,,,,,
Module File,"128.py",claude-4-5-haiku/128.py,88,13,63,12,18,18,20,20,5,,,,,0,1,,1,,,,,88,13,63,31,51,12,0,0,45,21,41,0,0,0,0,0,18,18,20,20,5,,11,0.19,18,18,20,20,5
Function,"129._append_few_shot_examples",claude-4-5-haiku/129.py,,,,,,,,,,,,,,,,,,,,,,42,7,29,12,24,6,22,1,21,8,20,8,8,9,9,5,,,,,,,2,0.21,,,,,
Module File,"129.py",claude-4-5-haiku/129.py,42,7,29,6,8,8,9,9,5,,,,,0,1,,1,,,,,42,7,29,12,24,6,0,0,21,8,20,0,0,0,0,0,8,8,9,9,5,,2,0.21,8,8,9,9,5
Function,"13.apply_assignment_spacing",claude-4-5-haiku/13.py,,,,,,,,,,,,,,,,,,,,,,70,14,39,9,37,18,71,2,37,9,35,12,12,22,22,6,,,,,,,3,0.46,,,,,
Module File,"13.py",claude-4-5-haiku/13.py,70,14,39,18,12,12,22,22,6,,,,,0,1,,1,,,,,70,14,39,9,37,18,0,0,37,9,35,0,0,0,0,0,12,12,22,22,6,,3,0.46,12,12,22,22,6
Function,"130.get_objects",claude-4-5-haiku/130.py,,,,,,,,,,,,,,,,,,,,,,29,6,18,11,15,5,5,1,18,11,15,5,5,5,5,3,,,,,,,2,0.28,,,,,
Module File,"130.py",claude-4-5-haiku/130.py,29,6,18,5,5,5,5,5,3,,,,,0,1,,1,,,,,29,6,18,11,15,5,0,0,18,11,15,0,0,0,0,0,5,5,5,5,3,,2,0.28,5,5,5,5,3
Function,"131.ask",claude-4-5-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,33,5,24,7,22,4,20,1,18,6,16,8,8,8,8,1,,,,,,,3,0.17,,,,,
Function,"131.chat",claude-4-5-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,108,16,81,12,79,11,1348,3,48,11,46,19,19,20,20,4,,,,,,,6,0.14,,,,,
Function,"131.format_tool_for_claude",claude-4-5-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,11,0,10,1,9,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.10,,,,,
Function,"131.load_tools_from_file",claude-4-5-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,11,0,10,2,9,1,3,0,10,1,9,3,3,3,3,1,,,,,,,2,0.10,,,,,
Function,"131.mcp_client_command",claude-4-5-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,5,0,2,1,1,3,1,0,2,1,1,1,1,1,1,1,,,,,,,0,1.50,,,,,
Function,"131.process_tool_call",claude-4-5-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,17,3,10,3,9,4,2,0,6,3,5,2,2,2,2,1,,,,,,,1,0.40,,,,,
Module File,"131.py",claude-4-5-haiku/131.py,25,3,21,4,5,5,5,5,1,,,,,0,8,,7,,,,,229,35,166,42,142,28,2,0,105,34,91,2,2,2,2,1,19,19,20,20,4,,6,0.17,39,39,40,40,11
Function,"131.validate_tools",claude-4-5-haiku/131.py,,,,,,,,,,,,,,,,,,,,,,10,0,9,4,8,1,3,0,9,3,8,3,3,3,3,1,,,,,,,2,0.11,,,,,
Function,"132._pick_webmerc",claude-4-5-haiku/132.py,,,,,,,,,,,,,,,,,,,,,,28,3,21,5,20,4,8,1,12,5,11,6,6,6,6,6,,,,,,,3,0.19,,,,,
Module File,"132.py",claude-4-5-haiku/132.py,28,3,21,4,6,6,6,6,6,,,,,0,1,,1,,,,,28,3,21,5,20,4,0,0,12,5,11,0,0,0,0,0,6,6,6,6,6,,3,0.19,6,6,6,6,6
Module File,"133.py",claude-4-5-haiku/133.py,7,0,3,4,1,1,1,1,1,,,,,0,1,,1,,,,,7,0,3,2,2,4,0,0,3,2,2,0,0,0,0,0,1,1,1,1,1,,0,1.33,1,1,1,1,1
Function,"133.sinc",claude-4-5-haiku/133.py,,,,,,,,,,,,,,,,,,,,,,7,0,3,2,2,4,1,0,3,2,2,1,1,1,1,1,,,,,,,0,1.33,,,,,
Module File,"134.py",claude-4-5-haiku/134.py,20,3,16,0,2,2,2,2,1,,,,,1,4,,4,,,,,48,10,38,16,31,0,0,0,31,16,24,0,0,0,0,0,2,2,2,2,1,,1,0.00,6,6,6,6,4
Function,"134.show_tooltip",claude-4-5-haiku/134.py,,,,,,,,,,,,,,,,,,,,,,48,10,38,16,31,0,1,0,31,16,24,1,1,1,1,1,,,,,,,0,0.00,,,,,
Class,"134.show_tooltip.ToolTip",claude-4-5-haiku/134.py,10,1,9,0,2,2,2,2,1,0,0,0,0,,,,,3,3,3,3,33,5,28,10,24,0,,,21,10,17,,,,,,2,2,2,2,1,0,1,0.00,5,5,5,5,3
Function,"134.show_tooltip.ToolTip.__init__",claude-4-5-haiku/134.py,,,,,,,,,,,,,,,,,,,,,,6,0,6,4,5,0,1,0,6,4,5,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"134.show_tooltip.ToolTip.on_enter",claude-4-5-haiku/134.py,,,,,,,,,,,,,,,,,,,,,,20,3,17,4,16,0,2,0,10,4,9,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"134.show_tooltip.ToolTip.on_leave",claude-4-5-haiku/134.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,1,3,0,2,0,4,1,3,2,2,2,2,1,,,,,,,1,0.00,,,,,
Module File,"135.py",claude-4-5-haiku/135.py,2,0,2,1,1,1,1,1,1,,,,,0,1,,1,,,,,2,0,2,1,1,1,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,,0,0.50,1,1,1,1,1
Function,"135.wrapper",claude-4-5-haiku/135.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"136.atan",claude-4-5-haiku/136.py,,,,,,,,,,,,,,,,,,,,,,10,1,4,1,3,5,2,0,4,1,3,2,2,2,2,1,,,,,,,1,1.25,,,,,
Module File,"136.py",claude-4-5-haiku/136.py,6,1,4,5,2,2,2,2,1,,,,,0,2,,1,,,,,15,3,7,4,4,5,1,0,7,4,4,1,1,1,1,1,2,2,2,2,1,,1,0.71,3,3,3,3,2
Function,"137.avatar_tool",claude-4-5-haiku/137.py,,,,,,,,,,,,,,,,,,,,,,49,5,43,8,40,1,1,0,7,6,6,1,1,1,1,1,,,,,,,0,0.02,,,,,
Module File,"137.py",claude-4-5-haiku/137.py,49,5,43,1,1,1,1,1,1,,,,,0,1,,1,,,,,54,7,46,11,40,1,0,0,10,9,6,0,0,0,0,0,1,1,1,1,1,,0,0.02,1,1,1,1,1
Class,"138.Boot",claude-4-5-haiku/138.py,2,0,2,0,1,1,1,1,1,0,1,0,0,,,,,2,1,2,2,6,1,5,4,2,0,,,5,4,2,,,,,,1,1,1,1,1,0,0,0.00,2,2,2,2,2
Function,"138.Boot.__init__",claude-4-5-haiku/138.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,1,0,1,0,2,2,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"138.Boot.__repr__",claude-4-5-haiku/138.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"138._detect_boot",claude-4-5-haiku/138.py,,,,,,,,,,,,,,,,,,,,,,146,23,108,9,107,15,300,2,47,9,46,18,18,18,18,3,,,,,,,2,0.14,,,,,
Module File,"138.py",claude-4-5-haiku/138.py,38,8,37,5,6,6,6,6,2,,,,,1,4,,3,,,,,162,28,119,17,112,15,2,0,58,17,51,2,2,2,2,1,18,18,18,18,3,,2,0.13,22,22,22,22,6
