Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Class,204842.FileServer,human/204842.py,13.0,0.0,11.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,13.0,0.0,0.0,,,,,10.0,2.0,11.0,11.0,180.0,15.0,134.0,43.0,118.0,31.0,,,128.0,34.0,114.0,,,,,,11.0,11.0,11.0,11.0,7.0,0.0,3.0,0.23,41.0,41.0,42.0,42.0,29.0,204842.py,204842.FileServer:::204842.py
Class,204855.HeartbeatPublisher,human/204855.py,7.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,,,,18.0,10.0,18.0,18.0,164.0,24.0,105.0,49.0,72.0,35.0,,,90.0,36.0,69.0,,,,,,8.0,8.0,9.0,9.0,4.0,0.0,5.0,0.33,32.0,32.0,35.0,35.0,23.0,204855.py,204855.HeartbeatPublisher:::204855.py
Class,204862._AllocationTable,human/204862.py,10.0,0.0,10.0,0.0,3.0,3.0,4.0,4.0,1.0,0.0,5.0,0.0,0.0,,,,,6.0,1.0,6.0,6.0,70.0,6.0,63.0,15.0,56.0,1.0,,,60.0,15.0,53.0,,,,,,8.0,8.0,10.0,10.0,3.0,0.0,2.0,0.02,20.0,20.0,26.0,26.0,8.0,204862.py,204862._AllocationTable:::204862.py
Class,204882.ClientStatistics,human/204882.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,10.0,0.0,6.0,1.0,5.0,4.0,,,6.0,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,204882.py,204882.ClientStatistics:::204882.py
Class,204888.ServerStatistics,human/204888.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,10.0,0.0,6.0,1.0,5.0,4.0,,,6.0,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,204888.py,204888.ServerStatistics:::204888.py
Class,204889.ServiceRequestMetadata,human/204889.py,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,19.0,1.0,10.0,3.0,8.0,8.0,,,10.0,3.0,8.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,204889.py,204889.ServiceRequestMetadata:::204889.py
Class,204892.SubscriberStatistics,human/204892.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,4.0,0.0,,,5.0,1.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204892.py,204892.SubscriberStatistics:::204892.py
Class,204894.Presentation,human/204894.py,13.0,1.0,8.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,7.0,0.0,0.0,,,,,16.0,4.0,18.0,18.0,286.0,32.0,145.0,69.0,111.0,109.0,,,140.0,61.0,111.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.75,36.0,36.0,36.0,36.0,21.0,204894.py,204894.Presentation:::204894.py
Class,204920.Timestamp,human/204920.py,5.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,,,,,9.0,2.0,14.0,14.0,101.0,19.0,45.0,28.0,21.0,37.0,,,36.0,19.0,21.0,,,,,,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.82,16.0,16.0,18.0,18.0,14.0,204920.py,204920.Timestamp:::204920.py
Class,204921.AlienSessionSpecifier,human/204921.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,12.0,1.0,6.0,2.0,4.0,5.0,,,6.0,2.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.83,1.0,1.0,1.0,1.0,1.0,204921.py,204921.AlienSessionSpecifier:::204921.py
Class,204923.AlienTransferMetadata,human/204923.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,8.0,1.0,6.0,2.0,4.0,1.0,,,6.0,2.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,1.0,1.0,204923.py,204923.AlienTransferMetadata:::204923.py
Class,204934.CANTransport,human/204934.py,11.0,0.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,12.0,0.0,0.0,,,,,20.0,9.0,21.0,21.0,277.0,23.0,213.0,75.0,181.0,41.0,,,201.0,67.0,175.0,,,,,,9.0,9.0,9.0,9.0,6.0,1.0,4.0,0.19,68.0,68.0,74.0,74.0,36.0,204934.py,204934.CANTransport:::204934.py
Class,204935.CANTransportStatistics,human/204935.py,6.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,,,,,4.0,0.0,4.0,4.0,47.0,5.0,23.0,17.0,14.0,19.0,,,19.0,13.0,14.0,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.83,5.0,5.0,5.0,5.0,4.0,204935.py,204935.CANTransportStatistics:::204935.py
Class,204936.CyphalFrame,human/204936.py,7.0,0.0,7.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,7.0,0.0,0.0,,,,,3.0,0.0,5.0,5.0,48.0,5.0,43.0,14.0,35.0,0.0,,,41.0,12.0,35.0,,,,,,4.0,4.0,5.0,5.0,4.0,0.0,1.0,0.0,13.0,13.0,15.0,15.0,10.0,204936.py,204936.CyphalFrame:::204936.py
Class,204940.InputDispatchTable,human/204940.py,7.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,5.0,2.0,6.0,6.0,58.0,6.0,39.0,21.0,30.0,13.0,,,33.0,19.0,26.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,2.0,0.33,11.0,11.0,11.0,11.0,6.0,204940.py,204940.InputDispatchTable:::204940.py
Class,204950.TransferReassembler._State,human/204950.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,8.0,1.0,7.0,6.0,4.0,0.0,,,6.0,5.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,204950.py,204950.TransferReassembler._State:::204950.py
Class,204950.TransferReassembler,human/204950.py,22.0,0.0,20.0,2.0,5.0,5.0,7.0,7.0,3.0,0.0,2.0,1.0,0.0,,,,,2.0,6.0,2.0,2.0,77.0,4.0,67.0,22.0,60.0,6.0,,,62.0,20.0,57.0,,,,,,13.0,13.0,18.0,18.0,7.0,0.0,5.0,0.09,15.0,15.0,20.0,20.0,9.0,204950.py,204950.TransferReassembler:::204950.py
Class,204954.CANTracer,human/204954.py,6.0,0.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,29.0,4.0,19.0,7.0,15.0,6.0,,,19.0,7.0,15.0,,,,,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.32,7.0,7.0,7.0,7.0,6.0,204954.py,204954.CANTracer:::204954.py
Class,204955._AlienSession,human/204955.py,9.0,0.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,,,,,3.0,4.0,3.0,3.0,35.0,3.0,28.0,17.0,23.0,4.0,,,27.0,16.0,23.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.14,5.0,5.0,5.0,5.0,5.0,204955.py,204955._AlienSession:::204955.py
Class,204956.FilterConfiguration,human/204956.py,8.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,,,,5.0,0.0,6.0,6.0,66.0,8.0,31.0,17.0,21.0,27.0,,,28.0,14.0,21.0,,,,,,3.0,3.0,4.0,4.0,3.0,0.0,1.0,0.87,13.0,13.0,14.0,14.0,8.0,204956.py,204956.FilterConfiguration:::204956.py
Class,204957.DataFrame,human/204957.py,6.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,,,,,3.0,0.0,5.0,5.0,41.0,6.0,27.0,11.0,18.0,8.0,,,24.0,8.0,18.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.3,8.0,8.0,8.0,8.0,7.0,204957.py,204957.DataFrame:::204957.py
Class,204979.AlienTransferReassembler,human/204979.py,6.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,4.0,4.0,4.0,4.0,40.0,5.0,24.0,16.0,18.0,11.0,,,23.0,15.0,18.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.46,5.0,5.0,5.0,5.0,4.0,204979.py,204979.AlienTransferReassembler:::204979.py
Class,204980.Frame,human/204980.py,9.0,0.0,8.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,7.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,48.0,3.0,30.0,8.0,25.0,15.0,,,28.0,7.0,24.0,,,,,,6.0,6.0,6.0,6.0,6.0,0.0,1.0,0.5,9.0,9.0,10.0,10.0,8.0,204980.py,204980.Frame:::204980.py
Class,204981.TransferReassembler.Error,human/204981.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,18.0,0.0,7.0,7.0,6.0,11.0,,,7.0,7.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,204981.py,204981.TransferReassembler.Error:::204981.py
Class,204981.TransferReassembler,human/204981.py,14.0,0.0,10.0,4.0,4.0,4.0,5.0,5.0,2.0,0.0,8.0,1.0,0.0,,,,,6.0,7.0,7.0,7.0,154.0,15.0,80.0,32.0,68.0,59.0,,,77.0,29.0,68.0,,,,,,13.0,13.0,22.0,22.0,7.0,0.0,2.0,0.74,25.0,25.0,37.0,37.0,13.0,204981.py,204981.TransferReassembler:::204981.py
Class,204982.LoopbackInputSession,human/204982.py,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,,,,,9.0,6.0,9.0,9.0,60.0,9.0,48.0,23.0,34.0,3.0,,,42.0,19.0,32.0,,,,,,4.0,4.0,4.0,4.0,1.0,1.0,2.0,0.06,13.0,13.0,13.0,13.0,9.0,204982.py,204982.LoopbackInputSession:::204982.py
Class,204983.LoopbackTransport,human/204983.py,7.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,0.0,0.0,,,,,19.0,8.0,20.0,20.0,163.0,24.0,118.0,51.0,82.0,21.0,,,103.0,39.0,79.0,,,,,,6.0,6.0,6.0,6.0,3.0,1.0,3.0,0.18,40.0,40.0,41.0,41.0,27.0,204983.py,204983.LoopbackTransport:::204983.py
Class,204986.LoopbackOutputSession,human/204986.py,4.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,,,,,14.0,9.0,14.0,14.0,82.0,14.0,62.0,33.0,39.0,6.0,,,52.0,25.0,37.0,,,,,,6.0,6.0,6.0,6.0,1.0,1.0,2.0,0.1,20.0,20.0,21.0,21.0,14.0,204986.py,204986.LoopbackOutputSession:::204986.py
Class,204987.LoopbackCapture,human/204987.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,9.0,1.0,5.0,3.0,2.0,3.0,,,4.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,204987.py,204987.LoopbackCapture:::204987.py
Class,205002.RedundantFeedback,human/205002.py,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,38.0,6.0,18.0,12.0,8.0,14.0,,,14.0,8.0,8.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.78,5.0,5.0,5.0,5.0,5.0,205002.py,205002.RedundantFeedback:::205002.py
Class,205004._Inferior,human/205004.py,13.0,0.0,13.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,23.0,1.0,17.0,2.0,15.0,5.0,,,15.0,2.0,13.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,3.0,0.29,4.0,4.0,4.0,4.0,3.0,205004.py,205004._Inferior:::205004.py
Class,205005._WorkItem,human/205005.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,4.0,1.0,3.0,3.0,,,4.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,205005.py,205005._WorkItem:::205005.py
Class,205014.SerialInputSessionStatistics,human/205014.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,205014.py,205014.SerialInputSessionStatistics:::205014.py
Class,205017.StreamParser,human/205017.py,10.0,0.0,7.0,2.0,3.0,3.0,4.0,4.0,1.0,0.0,6.0,0.0,0.0,,,,,4.0,4.0,4.0,4.0,55.0,6.0,31.0,14.0,25.0,18.0,,,29.0,13.0,24.0,,,,,,5.0,5.0,7.0,7.0,1.0,0.0,2.0,0.58,11.0,11.0,17.0,17.0,4.0,205017.py,205017.StreamParser:::205017.py
Class,205018.SerialCapture,human/205018.py,7.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,,,,,1.0,0.0,2.0,2.0,29.0,3.0,14.0,7.0,10.0,12.0,,,12.0,6.0,9.0,,,,,,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.86,4.0,4.0,4.0,4.0,2.0,205018.py,205018.SerialCapture:::205018.py
Class,205021.SerialTracer,human/205021.py,10.0,0.0,8.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,0.0,0.0,,,,,4.0,3.0,4.0,4.0,57.0,6.0,33.0,11.0,28.0,18.0,,,32.0,11.0,27.0,,,,,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.55,11.0,11.0,11.0,11.0,8.0,205021.py,205021.SerialTracer:::205021.py
Class,205027.LinkLayerPacket,human/205027.py,11.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,24.0,1.0,12.0,4.0,10.0,11.0,,,11.0,4.0,9.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.92,2.0,2.0,2.0,2.0,1.0,205027.py,205027.LinkLayerPacket:::205027.py
Class,205040.UDPOutputSession,human/205040.py,8.0,0.0,7.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,10.0,0.0,0.0,,,,,10.0,10.0,10.0,10.0,109.0,11.0,80.0,34.0,65.0,18.0,,,75.0,29.0,63.0,,,,,,7.0,7.0,9.0,9.0,5.0,1.0,3.0,0.23,23.0,23.0,28.0,28.0,19.0,205040.py,205040.UDPOutputSession:::205040.py
Class,205046.UDPIPPacket,human/205046.py,7.0,0.0,7.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,2.0,2.0,22.0,2.0,20.0,7.0,16.0,0.0,,,19.0,6.0,16.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,205046.py,205046.UDPIPPacket:::205046.py
Class,205047.UDPTracer,human/205047.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,27.0,4.0,17.0,7.0,13.0,6.0,,,17.0,7.0,13.0,,,,,,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.35,6.0,6.0,6.0,6.0,5.0,205047.py,205047.UDPTracer:::205047.py
Class,205050.UDPTransportStatistics,human/205050.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,205050.py,205050.UDPTransportStatistics:::205050.py
Class,205091.Builder,human/205091.py,14.0,0.0,12.0,2.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,,,,,6.0,1.0,6.0,6.0,90.0,6.0,74.0,25.0,67.0,10.0,,,70.0,25.0,63.0,,,,,,10.0,10.0,10.0,10.0,6.0,0.0,3.0,0.14,25.0,25.0,25.0,25.0,17.0,205091.py,205091.Builder:::205091.py
Class,205101.PortSelector,human/205101.py,16.0,0.0,9.0,8.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,,,,,5.0,3.0,5.0,5.0,102.0,5.0,44.0,16.0,38.0,53.0,,,40.0,16.0,34.0,,,,,,7.0,7.0,7.0,7.0,7.0,0.0,3.0,1.2,14.0,14.0,14.0,14.0,11.0,205101.py,205101.PortSelector:::205101.py
Class,205102.ServiceSelector,human/205102.py,16.0,0.0,9.0,7.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,101.0,5.0,44.0,15.0,38.0,52.0,,,41.0,15.0,35.0,,,,,,7.0,7.0,7.0,7.0,7.0,0.0,3.0,1.18,15.0,15.0,15.0,15.0,13.0,205102.py,205102.ServiceSelector:::205102.py
Class,205108.ContentAppender,human/205108.py,11.0,0.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,31.0,2.0,11.0,7.0,8.0,18.0,,,11.0,7.0,8.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.64,4.0,4.0,4.0,4.0,4.0,205108.py,205108.ContentAppender:::205108.py
Class,205137.PluginContainer,human/205137.py,9.0,0.0,7.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,28.0,2.0,15.0,9.0,12.0,11.0,,,14.0,9.0,11.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,3.0,0.73,5.0,5.0,5.0,5.0,2.0,205137.py,205137.PluginContainer:::205137.py
Class,205144.Properties,human/205144.py,12.0,0.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,19.0,5.0,19.0,19.0,260.0,19.0,121.0,43.0,101.0,120.0,,,121.0,43.0,101.0,,,,,,7.0,7.0,7.0,7.0,6.0,0.0,2.0,0.99,44.0,44.0,45.0,45.0,28.0,205144.py,205144.Properties:::205144.py
Class,205157.Namespace,human/205157.py,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,7.0,7.0,53.0,7.0,43.0,19.0,28.0,3.0,,,36.0,12.0,28.0,,,,,,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.07,11.0,11.0,15.0,15.0,7.0,205157.py,205157.Namespace:::205157.py
Class,205167.NodeIterator,human/205167.py,7.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,3.0,2.0,3.0,3.0,33.0,3.0,13.0,7.0,9.0,17.0,,,13.0,7.0,9.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.31,4.0,4.0,4.0,4.0,3.0,205167.py,205167.NodeIterator:::205167.py
Class,205168.PrefixNormalizer,human/205168.py,10.0,0.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,12.0,4.0,13.0,13.0,159.0,13.0,69.0,37.0,54.0,77.0,,,68.0,36.0,54.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,3.0,1.12,28.0,28.0,28.0,28.0,13.0,205168.py,205168.PrefixNormalizer:::205168.py
Class,205171.Parser,human/205171.py,15.0,0.0,11.0,4.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,,,,,1.0,0.0,2.0,2.0,34.0,2.0,24.0,8.0,20.0,8.0,,,23.0,7.0,20.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,2.0,0.33,5.0,5.0,5.0,5.0,4.0,205171.py,205171.Parser:::205171.py
Class,205177.DocumentStore,human/205177.py,13.0,0.0,6.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,54.0,3.0,22.0,10.0,18.0,29.0,,,20.0,10.0,16.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.32,6.0,6.0,6.0,6.0,3.0,205177.py,205177.DocumentStore:::205177.py
Class,205183.Printer,human/205183.py,15.0,0.0,14.0,1.0,4.0,4.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,,,,,7.0,0.0,8.0,8.0,148.0,9.0,129.0,27.0,118.0,10.0,,,122.0,26.0,112.0,,,,,,9.0,9.0,9.0,9.0,9.0,0.0,2.0,0.08,34.0,34.0,34.0,34.0,24.0,205183.py,205183.Printer:::205183.py
Class,205186.Request,human/205186.py,9.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,3.0,2.0,2.0,29.0,2.0,12.0,7.0,9.0,15.0,,,12.0,7.0,9.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.25,2.0,2.0,2.0,2.0,2.0,205186.py,205186.Request:::205186.py
Class,205195.AttrList,human/205195.py,10.0,0.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,5.0,5.0,61.0,5.0,22.0,13.0,16.0,34.0,,,22.0,13.0,16.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.55,10.0,10.0,11.0,11.0,9.0,205195.py,205195.AttrList:::205195.py
Class,205202.Factory,human/205202.py,15.0,0.0,6.0,9.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,24.0,1.0,9.0,5.0,6.0,14.0,,,7.0,4.0,5.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.56,2.0,2.0,2.0,2.0,1.0,205202.py,205202.Factory:::205202.py
Class,205217.DepList,human/205217.py,13.0,0.0,8.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,,,,,6.0,5.0,6.0,6.0,101.0,6.0,49.0,22.0,42.0,46.0,,,49.0,22.0,42.0,,,,,,6.0,6.0,6.0,6.0,5.0,0.0,4.0,0.94,14.0,14.0,14.0,14.0,10.0,205217.py,205217.DepList:::205217.py
Class,205219.Import,human/205219.py,12.0,0.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,5.0,3.0,5.0,5.0,80.0,5.0,34.0,14.0,28.0,41.0,,,34.0,14.0,28.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,2.0,1.21,12.0,12.0,12.0,12.0,10.0,205219.py,205219.Import:::205219.py
Class,205230.Schema,human/205230.py,15.0,0.0,10.0,5.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,,,,,14.0,14.0,14.0,14.0,260.0,14.0,142.0,51.0,127.0,104.0,,,139.0,51.0,124.0,,,,,,11.0,11.0,11.0,11.0,11.0,0.0,2.0,0.73,40.0,40.0,42.0,42.0,30.0,205230.py,205230.Schema:::205230.py
Class,205231.SchemaCollection,human/205231.py,11.0,0.0,7.0,4.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,9.0,3.0,9.0,9.0,120.0,9.0,63.0,28.0,53.0,48.0,,,61.0,28.0,51.0,,,,,,6.0,6.0,6.0,6.0,6.0,0.0,4.0,0.76,23.0,23.0,23.0,23.0,14.0,205231.py,205231.SchemaCollection:::205231.py
Class,205248.Factory,human/205248.py,18.0,0.0,12.0,6.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,4.0,4.0,85.0,4.0,52.0,23.0,43.0,29.0,,,47.0,19.0,42.0,,,,,,8.0,8.0,8.0,8.0,7.0,0.0,3.0,0.56,15.0,15.0,16.0,16.0,13.0,205248.py,205248.Factory:::205248.py
Class,205372.Creator,human/205372.py,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,15.0,3.0,9.0,5.0,5.0,3.0,,,9.0,5.0,5.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.33,4.0,4.0,4.0,4.0,3.0,205372.py,205372.Creator:::205372.py
Class,205388.File,human/205388.py,11.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,30.0,3.0,30.0,30.0,380.0,82.0,132.0,69.0,87.0,166.0,,,117.0,55.0,86.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,2.0,1.26,45.0,45.0,45.0,45.0,33.0,205388.py,205388.File:::205388.py
Class,205389.FileFromUrl,human/205389.py,8.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,,,,,6.0,3.0,6.0,6.0,87.0,14.0,37.0,18.0,28.0,36.0,,,36.0,17.0,28.0,,,,,,4.0,4.0,5.0,5.0,3.0,0.0,2.0,0.97,14.0,14.0,16.0,16.0,11.0,205389.py,205389.FileFromUrl:::205389.py
