Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential
Module File,"102.py",claude-3-haiku/102.py,8,1,8,0,1,1,1,1,1,,,,,2,2,,2,,,,,29,4,25,12,18,0,0,0,18,11,12,0,0,0,0,0,1,1,1,1,1,,0,0.00,2,2,2,2,2
Class,"103._LogConfig",claude-3-haiku/103.py,3,0,3,0,2,2,2,2,2,0,0,0,0,,,,,3,2,3,3,15,3,11,7,7,1,,,11,7,7,,,,,,3,3,3,3,3,0,2,0.09,5,5,5,5,5
Function,"103._LogConfig.__init__",claude-3-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,3,2,0,1,0,3,3,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"103._LogConfig.add_rule",claude-3-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"103._LogConfig.get_level",claude-3-haiku/103.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,2,4,0,3,0,5,2,4,3,3,3,3,3,,,,,,,2,0.00,,,,,
Module File,"103.py",claude-3-haiku/103.py,3,0,3,0,2,2,2,2,2,,,,,1,3,,3,,,,,15,3,11,7,7,1,0,0,11,7,7,0,0,0,0,0,3,3,3,3,3,,2,0.09,5,5,5,5,5
Class,"104.FletXWidgetRegistry",claude-3-haiku/104.py,9,1,4,4,2,2,2,2,1,0,0,0,0,,,,,0,0,2,2,29,5,11,8,6,13,,,9,6,6,,,,,,2,2,2,2,1,0,1,1.18,4,4,4,4,2
Function,"104.FletXWidgetRegistry.register",claude-3-haiku/104.py,,,,,,,,,,,,,,,,,,,,,,9,1,4,2,3,4,2,0,4,2,3,2,2,2,2,1,,,,,,,1,1.00,,,,,
Function,"104.FletXWidgetRegistry.register_all",claude-3-haiku/104.py,,,,,,,,,,,,,,,,,,,,,,8,1,3,2,2,4,2,0,3,2,2,2,2,2,2,1,,,,,,,1,1.33,,,,,
Module File,"104.py",claude-3-haiku/104.py,9,1,4,4,2,2,2,2,1,,,,,1,2,,2,,,,,32,6,13,10,6,13,0,0,11,8,6,0,0,0,0,0,2,2,2,2,1,,1,1.00,4,4,4,4,2
Class,"105.ContainerProc",claude-3-haiku/105.py,6,0,6,0,2,2,2,2,2,0,5,0,0,,,,,5,4,5,5,37,4,33,11,27,0,,,33,11,27,,,,,,4,4,4,4,4,0,1,0.00,12,12,12,12,10
Function,"105.ContainerProc.__init__",claude-3-haiku/105.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,5,4,0,1,0,5,5,4,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"105.ContainerProc.close_stdin",claude-3-haiku/105.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,1,3,0,2,0,4,1,3,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"105.ContainerProc.is_running",claude-3-haiku/105.py,,,,,,,,,,,,,,,,,,,,,,8,0,8,1,7,0,3,0,8,1,7,3,3,3,3,3,,,,,,,1,0.00,,,,,
Function,"105.ContainerProc.read_output",claude-3-haiku/105.py,,,,,,,,,,,,,,,,,,,,,,12,0,12,2,11,0,4,1,12,2,11,4,4,4,4,4,,,,,,,1,0.00,,,,,
Function,"105.ContainerProc.write_stdin",claude-3-haiku/105.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,2,0,2,0,3,1,2,2,2,2,2,1,,,,,,,1,0.00,,,,,
Module File,"105.py",claude-3-haiku/105.py,6,0,6,0,2,2,2,2,2,,,,,1,5,,5,,,,,40,5,35,13,27,0,0,0,35,13,27,0,0,0,0,0,4,4,4,4,4,,1,0.00,12,12,12,12,10
Class,"106.Repo",claude-3-haiku/106.py,5,0,5,0,2,2,2,2,1,0,0,0,0,,,,,2,2,2,2,12,1,11,7,8,0,,,10,6,7,,,,,,2,2,2,2,1,0,2,0.00,3,3,4,4,2
Function,"106.Repo.__init__",claude-3-haiku/106.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,3,2,0,1,0,3,3,2,1,1,2,2,1,,,,,,,0,0.00,,,,,
Function,"106.Repo._load_meta",claude-3-haiku/106.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,3,6,0,2,0,6,2,5,2,2,2,2,1,,,,,,,2,0.00,,,,,
Module File,"106.py",claude-3-haiku/106.py,5,0,5,0,2,2,2,2,1,,,,,1,2,,2,,,,,15,2,13,9,8,0,0,0,12,8,7,0,0,0,0,0,2,2,2,2,1,,2,0.00,3,3,4,4,2
Class,"107.ProbeResult",claude-3-haiku/107.py,2,0,2,0,1,1,1,1,1,0,2,0,0,,,,,7,3,7,7,23,6,17,11,9,0,,,17,11,9,,,,,,1,1,1,1,1,0,0,0.00,7,7,7,7,7
Function,"107.ProbeResult.__init__",claude-3-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,4,3,0,1,0,4,4,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"107.ProbeResult.get_error_message",claude-3-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"107.ProbeResult.get_response_time",claude-3-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"107.ProbeResult.get_status",claude-3-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"107.ProbeResult.set_error_message",claude-3-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"107.ProbeResult.set_response_time",claude-3-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"107.ProbeResult.set_status",claude-3-haiku/107.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"107.py",claude-3-haiku/107.py,2,0,2,0,1,1,1,1,1,,,,,1,7,,7,,,,,23,6,17,11,9,0,0,0,17,11,9,0,0,0,0,0,1,1,1,1,1,,0,0.00,7,7,7,7,7
Class,"108.AudioFormat",claude-3-haiku/108.py,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,8,0,8,8,7,0,,,8,8,7,,,,,,0,0,0,0,0,1,0,0.00,0,0,0,0,0
Class,"108.AudioInfo",claude-3-haiku/108.py,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,0,2,1,1,0,,,2,1,1,,,,,,0,0,0,0,0,0,0,0.00,0,0,0,0,0
Class,"108.ChannelLayout",claude-3-haiku/108.py,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,0,7,0,7,7,6,0,,,7,7,6,,,,,,0,0,0,0,0,1,0,0.00,0,0,0,0,0
Class,"108.DetectionPatterns",claude-3-haiku/108.py,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,2,0,2,1,1,0,,,2,1,1,,,,,,0,0,0,0,0,0,0,0.00,0,0,0,0,0
Class,"108.EnhancedAudioDetector",claude-3-haiku/108.py,5,0,4,1,1,1,1,1,1,0,7,4,0,,,,,11,1,11,11,69,12,44,23,32,13,,,35,23,23,,,,,,2,2,2,2,1,0,1,0.30,12,12,12,12,11
Function,"108.EnhancedAudioDetector.__init__",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,1,0,1,0,2,2,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"108.EnhancedAudioDetector._calculate_audio_quality_score",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._detect_atmos",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._detect_audio_format",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._detect_channel_layout",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._detect_dts_x",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._detect_lossless",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._detect_object_based",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._extract_bitrate",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector._find_primary_audio_stream",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"108.EnhancedAudioDetector.extract_audio_info",claude-3-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,24,1,23,11,22,0,2,0,14,11,13,2,2,2,2,1,,,,,,,1,0.00,,,,,
Module File,"108.py",claude-3-haiku/108.py,5,0,4,1,1,1,1,1,1,,,,,5,11,,11,,,,,95,17,65,42,47,13,0,0,56,42,38,0,0,0,0,0,2,2,2,2,1,,1,0.20,12,12,12,12,11
Class,"109.AssetFileChecker",claude-3-haiku/109.py,6,0,6,0,2,2,2,2,1,0,2,0,0,,,,,10,3,10,10,67,10,56,34,45,1,,,52,34,41,,,,,,4,4,4,4,1,0,3,0.02,15,15,15,15,10
Function,"109.AssetFileChecker.__init__",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,4,3,0,1,0,4,4,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"109.AssetFileChecker._check_asset_content",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,2,2,0,1,0,3,2,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"109.AssetFileChecker._check_asset_file",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,4,4,0,1,0,5,4,4,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"109.AssetFileChecker._extract_asset_files",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,8,0,8,6,7,0,2,0,8,6,7,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"109.AssetFileChecker._generate_summary",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,14,0,14,5,13,0,2,0,10,5,9,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"109.AssetFileChecker.analyze_discourse_robots_sitemap",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"109.AssetFileChecker.analyze_javascript_endpoints",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"109.AssetFileChecker.check_asset_files",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,9,0,9,7,8,0,4,1,9,7,8,4,4,4,4,1,,,,,,,3,0.00,,,,,
Function,"109.AssetFileChecker.get_asset_security_summary",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,2,2,0,1,0,3,2,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"109.AssetFileChecker.run",claude-3-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,1,4,0,1,0,5,1,4,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"109.py",claude-3-haiku/109.py,6,0,6,0,2,2,2,2,1,,,,,1,10,,10,,,,,72,11,60,38,45,1,0,0,56,38,41,0,0,0,0,0,4,4,4,4,1,,3,0.02,15,15,15,15,10
Class,"11.Solution",claude-3-haiku/11.py,2,0,2,0,1,1,1,1,1,0,4,0,0,,,,,1,0,1,1,3,0,3,2,1,0,,,3,2,1,,,,,,1,1,1,1,1,0,0,0.00,1,1,1,1,1
Function,"11.Solution.contains_duplicate",claude-3-haiku/11.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"11.py",claude-3-haiku/11.py,2,0,2,0,1,1,1,1,1,,,,,1,1,,1,,,,,3,0,3,2,1,0,0,0,3,2,1,0,0,0,0,0,1,1,1,1,1,,0,0.00,1,1,1,1,1
Class,"110.AsyncOhlcvResourceWithRawResponse",claude-3-haiku/110.py,3,0,3,0,1,1,1,1,1,0,3,0,0,,,,,3,1,3,3,11,2,9,7,5,0,,,9,7,5,,,,,,1,1,1,1,1,0,0,0.00,3,3,3,3,3
Function,"110.AsyncOhlcvResourceWithRawResponse.__init__",claude-3-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,1,0,1,0,2,2,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"110.AsyncOhlcvResourceWithRawResponse.get_latest_ohlcv",claude-3-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,2,2,0,1,0,3,2,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"110.AsyncOhlcvResourceWithRawResponse.get_ohlcv",claude-3-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,2,2,0,1,0,3,2,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"110.py",claude-3-haiku/110.py,3,0,3,0,1,1,1,1,1,,,,,1,3,,3,,,,,11,2,9,7,5,0,0,0,9,7,5,0,0,0,0,0,1,1,1,1,1,,0,0.00,3,3,3,3,3
Class,"111.DatasetFilter",claude-3-haiku/111.py,11,2,4,5,2,2,2,2,1,0,4,0,0,,,,,2,1,3,3,48,10,14,7,9,24,,,13,6,9,,,,,,5,5,5,5,1,0,2,1.71,7,7,7,7,3
Function,"111.DatasetFilter.__init__",claude-3-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,1,0,1,0,2,2,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"111.DatasetFilter._match_wildcard_patterns",claude-3-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,12,2,2,1,1,8,1,0,2,1,1,1,1,1,1,1,,,,,,,0,4.00,,,,,
Function,"111.DatasetFilter.apply_filters",claude-3-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,19,4,8,2,7,7,9,1,8,2,7,5,5,5,5,1,,,,,,,2,0.88,,,,,
Module File,"111.py",claude-3-haiku/111.py,11,2,4,5,2,2,2,2,1,,,,,1,3,,3,,,,,51,11,16,9,9,24,0,0,15,8,9,0,0,0,0,0,5,5,5,5,1,,2,1.50,7,7,7,7,3
Class,"112.ObjectStore",claude-3-haiku/112.py,2,0,2,0,1,1,1,1,1,0,3,0,0,,,,,2,0,2,2,6,1,5,3,2,0,,,5,3,2,,,,,,1,1,1,1,1,0,0,0.00,2,2,2,2,2
Function,"112.ObjectStore.get_presigned_url",claude-3-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"112.ObjectStore.upload",claude-3-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Class,"112.ResourceStore",claude-3-haiku/112.py,4,0,4,0,1,1,2,2,1,0,4,1,0,,,,,3,3,3,3,16,2,14,9,10,0,,,14,9,10,,,,,,2,2,3,3,1,0,1,0.00,4,4,5,5,3
Function,"112.ResourceStore.__init__",claude-3-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,4,3,0,1,0,4,4,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"112.ResourceStore.get_presigned_url",claude-3-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,2,4,0,2,0,5,2,4,2,2,3,3,1,,,,,,,1,0.00,,,,,
Function,"112.ResourceStore.upload",claude-3-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,2,3,0,1,0,4,2,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"112.py",claude-3-haiku/112.py,3,0,3,0,1,1,1,1,1,,,,,2,5,,5,,,,,26,5,21,14,12,0,0,0,21,14,12,0,0,0,0,0,2,2,3,3,1,,1,0.00,6,6,7,7,5
Class,"113.Position",claude-3-haiku/113.py,4,0,4,0,1,1,1,1,1,0,0,0,0,,,,,3,6,3,3,17,3,13,10,9,1,,,13,10,9,,,,,,1,1,1,1,1,0,0,0.08,3,3,3,3,3
Function,"113.Position.__init__",claude-3-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,7,6,0,1,0,7,7,6,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"113.Position.close",claude-3-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,1,2,0,1,0,3,1,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"113.Position.update",claude-3-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"113.py",claude-3-haiku/113.py,4,0,4,0,1,1,1,1,1,,,,,1,3,,3,,,,,17,3,13,10,9,1,0,0,13,10,9,0,0,0,0,0,1,1,1,1,1,,0,0.08,3,3,3,3,3
Class,"114.Message",claude-3-haiku/114.py,5,0,5,0,2,2,3,3,2,0,3,0,0,,,,,4,4,4,4,24,4,19,9,14,1,,,19,9,14,,,,,,5,5,9,9,5,0,1,0.05,8,8,12,12,8
Function,"114.Message.__init__",claude-3-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,5,0,5,5,4,0,1,0,5,5,4,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"114.Message.__post_init__",claude-3-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,9,0,9,1,8,0,16,1,9,1,8,5,5,9,9,5,,,,,,,1,0.00,,,,,
Function,"114.Message.__repr__",claude-3-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"114.Message.__str__",claude-3-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"114.py",claude-3-haiku/114.py,5,0,5,0,2,2,3,3,2,,,,,1,4,,4,,,,,24,4,19,9,14,1,0,0,19,9,14,0,0,0,0,0,5,5,9,9,5,,1,0.05,8,8,12,12,8
Class,"115.ListNode",claude-3-haiku/115.py,3,0,3,0,1,1,1,1,1,0,0,0,0,,,,,1,2,1,1,4,0,4,4,2,0,,,4,4,2,,,,,,1,1,1,1,1,0,0,0.00,1,1,1,1,1
Function,"115.ListNode.__init__",claude-3-haiku/115.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,3,2,0,1,0,3,3,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Class,"115.Solution",claude-3-haiku/115.py,15,4,11,0,4,4,6,6,4,0,3,1,0,,,,,1,0,1,1,16,4,12,4,10,0,,,12,4,10,,,,,,4,4,6,6,4,0,2,0.00,4,4,6,6,4
