Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Function,100204.containing_bins,claude-4-5-haiku/100204.py,,,,,,,,,,,,,,,,,,,,,,60.0,15.0,21.0,11.0,20.0,25.0,48.0,2.0,21.0,11.0,20.0,7.0,7.0,8.0,8.0,4.0,,,,,,,2.0,1.19,,,,,,100204.py,100204.containing_bins:::100204.py
Function,100207.stitchModules,claude-4-5-haiku/100207.py,,,,,,,,,,,,,,,,,,,,,,21.0,5.0,4.0,2.0,3.0,12.0,3.0,0.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,,,,,,,2.0,3.0,,,,,,100207.py,100207.stitchModules:::100207.py
Function,100298.get_user_root_directory,claude-4-5-haiku/100298.py,,,,,,,,,,,,,,,,,,,,,,19.0,2.0,10.0,3.0,7.0,7.0,3.0,0.0,8.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,,,,,,,2.0,0.7,,,,,,100298.py,100298.get_user_root_directory:::100298.py
Function,100320.hcenter_blit,claude-4-5-haiku/100320.py,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,8.0,5.0,7.0,1.0,2.0,0.0,8.0,5.0,7.0,2.0,2.0,2.0,2.0,1.0,,,,,,,1.0,0.13,,,,,,100320.py,100320.hcenter_blit:::100320.py
Function,100341.get_open_port,claude-4-5-haiku/100341.py,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,7.0,4.0,5.0,1.0,1.0,0.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0.14,,,,,,100341.py,100341.get_open_port:::100341.py
Function,100364.energy,claude-4-5-haiku/100364.py,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,12.0,10.0,10.0,7.0,3.0,0.0,12.0,10.0,10.0,3.0,3.0,3.0,3.0,1.0,,,,,,,2.0,0.58,,,,,,100364.py,100364.energy:::100364.py
Function,100366.accel_fl,claude-4-5-haiku/100366.py,,,,,,,,,,,,,,,,,,,,,,31.0,8.0,14.0,13.0,12.0,13.0,1.0,0.0,14.0,13.0,12.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.93,,,,,,100366.py,100366.accel_fl:::100366.py
Function,10043.decompile,claude-4-5-haiku/10043.py,,,,,,,,,,,,,,,,,,,,,,74.0,14.0,40.0,20.0,32.0,20.0,2.0,0.0,25.0,18.0,17.0,2.0,2.0,2.0,2.0,1.0,,,,,,,2.0,0.5,,,,,,10043.py,10043.decompile:::10043.py
Function,100447.run_and_exit,claude-4-5-haiku/100447.py,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,5.0,3.0,3.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.2,,,,,,100447.py,100447.run_and_exit:::100447.py
Function,10048._process_instr_import_name,claude-4-5-haiku/10048.py,,,,,,,,,,,,,,,,,,,,,,68.0,7.0,45.0,10.0,43.0,16.0,32.0,2.0,28.0,10.0,26.0,12.0,12.0,12.0,12.0,1.0,,,,,,,4.0,0.36,,,,,,10048.py,10048._process_instr_import_name:::10048.py
Function,100482.setup,claude-4-5-haiku/100482.py,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,6.0,1.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.33,,,,,,100482.py,100482.setup:::100482.py
Function,10051._make_function,claude-4-5-haiku/10051.py,,,,,,,,,,,,,,,,,,,,,,35.0,5.0,24.0,8.0,23.0,10.0,16.0,1.0,17.0,8.0,16.0,5.0,5.0,5.0,5.0,1.0,,,,,,,1.0,0.42,,,,,,10051.py,10051._make_function:::10051.py
Function,100578.log_warning,claude-4-5-haiku/100578.py,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,5.0,3.0,3.0,11.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,2.2,,,,,,100578.py,100578.log_warning:::100578.py
Function,100579.log_error,claude-4-5-haiku/100579.py,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,5.0,3.0,3.0,11.0,1.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,2.2,,,,,,100579.py,100579.log_error:::100579.py
Function,100583.set_indent,claude-4-5-haiku/100583.py,,,,,,,,,,,,,,,,,,,,,,25.0,6.0,9.0,2.0,7.0,10.0,4.0,1.0,8.0,2.0,6.0,3.0,3.0,3.0,3.0,1.0,,,,,,,1.0,1.11,,,,,,100583.py,100583.set_indent:::100583.py
Function,100584.gridPointsFromEdges,claude-4-5-haiku/100584.py,,,,,,,,,,,,,,,,,,,,,,40.0,10.0,19.0,15.0,18.0,11.0,4.0,1.0,19.0,15.0,18.0,4.0,4.0,4.0,4.0,1.0,,,,,,,1.0,0.58,,,,,,100584.py,100584.gridPointsFromEdges:::100584.py
Function,100591.getPluginVersion,claude-4-5-haiku/100591.py,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.5,,,,,,100591.py,100591.getPluginVersion:::100591.py
Function,100645.nocatch,claude-4-5-haiku/100645.py,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,11.0,1.0,10.0,8.0,5.0,1.0,10.0,1.0,9.0,5.0,5.0,7.0,7.0,5.0,,,,,,,2.0,0.73,,,,,,100645.py,100645.nocatch:::100645.py
Function,100652.execute_get_text,claude-4-5-haiku/100652.py,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,11.0,4.0,9.0,3.0,4.0,1.0,11.0,3.0,9.0,4.0,4.0,5.0,5.0,4.0,,,,,,,2.0,0.27,,,,,,100652.py,100652.execute_get_text:::100652.py
Function,100660.setup,claude-4-5-haiku/100660.py,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,6.0,1.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.33,,,,,,100660.py,100660.setup:::100660.py
Function,100728.filter_headers,claude-4-5-haiku/100728.py,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,7.0,4.0,6.0,3.0,3.0,0.0,7.0,4.0,6.0,3.0,3.0,5.0,5.0,1.0,,,,,,,2.0,0.43,,,,,,100728.py,100728.filter_headers:::100728.py
Function,100752.disable,claude-4-5-haiku/100752.py,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,2.0,1.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,2.5,,,,,,100752.py,100752.disable:::100752.py
Function,100761.U_ij,claude-4-5-haiku/100761.py,,,,,,,,,,,,,,,,,,,,,,22.0,6.0,9.0,8.0,8.0,7.0,1.0,0.0,9.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.78,,,,,,100761.py,100761.U_ij:::100761.py
Function,10080.overloaded_build,claude-4-5-haiku/10080.py,,,,,,,,,,,,,,,,,,,,,,56.0,10.0,25.0,12.0,19.0,21.0,4.0,1.0,18.0,12.0,12.0,4.0,4.0,4.0,4.0,1.0,,,,,,,1.0,0.84,,,,,,10080.py,10080.overloaded_build:::10080.py
Function,100815.consumer,claude-4-5-haiku/100815.py,,,,,,,,,,,,,,,,,,,,,,50.0,8.0,37.0,8.0,36.0,5.0,3.0,0.0,14.0,8.0,13.0,4.0,4.0,5.0,5.0,3.0,,,,,,,2.0,0.14,,,,,,100815.py,100815.consumer:::100815.py
Function,100824.setup_logging,claude-4-5-haiku/100824.py,,,,,,,,,,,,,,,,,,,,,,33.0,4.0,28.0,11.0,22.0,1.0,40.0,2.0,22.0,5.0,21.0,9.0,9.0,10.0,10.0,7.0,,,,,,,4.0,0.04,,,,,,100824.py,100824.setup_logging:::100824.py
Function,100832.config_defaults,claude-4-5-haiku/100832.py,,,,,,,,,,,,,,,,,,,,,,47.0,7.0,25.0,8.0,21.0,15.0,38.0,2.0,22.0,7.0,19.0,12.0,12.0,12.0,12.0,3.0,,,,,,,6.0,0.6,,,,,,100832.py,100832.config_defaults:::100832.py
Function,100834._env_filenames,claude-4-5-haiku/100834.py,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,10.0,5.0,9.0,6.0,3.0,0.0,9.0,5.0,8.0,3.0,3.0,3.0,3.0,1.0,,,,,,,2.0,0.6,,,,,,100834.py,100834._env_filenames:::100834.py
Function,100856.reactToAMQPMessage,claude-4-5-haiku/100856.py,,,,,,,,,,,,,,,,,,,,,,40.0,10.0,15.0,4.0,14.0,15.0,8.0,1.0,11.0,4.0,10.0,4.0,4.0,4.0,4.0,4.0,,,,,,,1.0,1.0,,,,,,100856.py,100856.reactToAMQPMessage:::100856.py
Function,100873.autoconnect_callbacks_to_qt,claude-4-5-haiku/100873.py,,,,,,,,,,,,,,,,,,,,,,115.0,24.0,37.0,16.0,34.0,54.0,51.0,2.0,30.0,16.0,27.0,8.0,8.0,10.0,10.0,6.0,,,,,,,2.0,1.46,,,,,,100873.py,100873.autoconnect_callbacks_to_qt:::100873.py
Function,100884.recognise_model,claude-4-5-haiku/100884.py,,,,,,,,,,,,,,,,,,,,,,100.0,20.0,60.0,26.0,46.0,23.0,288.0,2.0,49.0,16.0,44.0,10.0,10.0,11.0,11.0,1.0,,,,,,,4.0,0.38,,,,,,100884.py,100884.recognise_model:::100884.py
Function,100987.check_token,claude-4-5-haiku/100987.py,,,,,,,,,,,,,,,,,,,,,,58.0,11.0,32.0,8.0,26.0,15.0,5.0,1.0,17.0,8.0,11.0,5.0,5.0,6.0,6.0,5.0,,,,,,,2.0,0.47,,,,,,100987.py,100987.check_token:::100987.py
Function,101053.word_tokenize,claude-4-5-haiku/101053.py,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,15.0,3.0,14.0,4.0,5.0,1.0,13.0,3.0,12.0,5.0,5.0,6.0,6.0,1.0,,,,,,,3.0,0.27,,,,,,101053.py,101053.word_tokenize:::101053.py
Function,101086.resolve_dependencies,claude-4-5-haiku/101086.py,,,,,,,,,,,,,,,,,,,,,,51.0,10.0,31.0,9.0,30.0,10.0,80.0,2.0,30.0,9.0,29.0,12.0,12.0,12.0,12.0,3.0,,,,,,,5.0,0.32,,,,,,101086.py,101086.resolve_dependencies:::101086.py
Function,101123.search,claude-4-5-haiku/101123.py,,,,,,,,,,,,,,,,,,,,,,31.0,5.0,15.0,6.0,13.0,11.0,2.0,0.0,10.0,5.0,8.0,2.0,2.0,2.0,2.0,1.0,,,,,,,1.0,0.73,,,,,,101123.py,101123.search:::101123.py
Function,10119.validate_srec_checksum,claude-4-5-haiku/10119.py,,,,,,,,,,,,,,,,,,,,,,58.0,12.0,29.0,10.0,28.0,18.0,9.0,1.0,29.0,10.0,28.0,9.0,9.0,10.0,10.0,8.0,,,,,,,2.0,0.62,,,,,,10119.py,10119.validate_srec_checksum:::10119.py
Function,10123.parse_srec,claude-4-5-haiku/10123.py,,,,,,,,,,,,,,,,,,,,,,41.0,8.0,19.0,11.0,18.0,19.0,4.0,1.0,16.0,11.0,15.0,4.0,4.0,4.0,4.0,1.0,,,,,,,1.0,1.0,,,,,,10123.py,10123.parse_srec:::10123.py
Function,101235.is_unknown,claude-4-5-haiku/101235.py,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,0.0,0.5,,,,,,101235.py,101235.is_unknown:::101235.py
Function,101243.sanitize_report_string,claude-4-5-haiku/101243.py,,,,,,,,,,,,,,,,,,,,,,19.0,6.0,7.0,2.0,5.0,6.0,1.0,0.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.86,,,,,,101243.py,101243.sanitize_report_string:::101243.py
Function,101244.sanitize_line,claude-4-5-haiku/101244.py,,,,,,,,,,,,,,,,,,,,,,26.0,4.0,21.0,3.0,20.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.05,,,,,,101244.py,101244.sanitize_line:::101244.py
Function,101246.sanitize_report_list,claude-4-5-haiku/101246.py,,,,,,,,,,,,,,,,,,,,,,40.0,9.0,23.0,9.0,20.0,9.0,17.0,1.0,21.0,7.0,20.0,7.0,7.0,11.0,11.0,7.0,,,,,,,4.0,0.39,,,,,,101246.py,101246.sanitize_report_list:::101246.py
Function,101252.get_wind,claude-4-5-haiku/101252.py,,,,,,,,,,,,,,,,,,,,,,53.0,9.0,35.0,12.0,34.0,10.0,15.0,1.0,34.0,12.0,33.0,9.0,9.0,15.0,15.0,8.0,,,,,,,4.0,0.29,,,,,,101252.py,101252.get_wind:::101252.py
Function,101256.get_type_and_times,claude-4-5-haiku/101256.py,,,,,,,,,,,,,,,,,,,,,,46.0,5.0,37.0,9.0,35.0,4.0,25.0,1.0,31.0,9.0,29.0,12.0,12.0,13.0,13.0,3.0,,,,,,,4.0,0.11,,,,,,101256.py,101256.get_type_and_times:::101256.py
Function,101259.find_missing_taf_times,claude-4-5-haiku/101259.py,,,,,,,,,,,,,,,,,,,,,,27.0,6.0,17.0,4.0,16.0,4.0,10.0,1.0,16.0,4.0,15.0,6.0,6.0,6.0,6.0,4.0,,,,,,,2.0,0.24,,,,,,101259.py,101259.find_missing_taf_times:::101259.py
Function,101261._get_digit_list,claude-4-5-haiku/101261.py,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,9.0,4.0,8.0,2.0,2.0,0.0,9.0,4.0,8.0,2.0,2.0,3.0,3.0,1.0,,,,,,,1.0,0.22,,,,,,101261.py,101261._get_digit_list:::101261.py
Function,101264.split_cloud,claude-4-5-haiku/101264.py,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,9.0,3.0,8.0,1.0,3.0,0.0,9.0,3.0,8.0,3.0,3.0,3.0,3.0,1.0,,,,,,,2.0,0.11,,,,,,101264.py,101264.split_cloud:::101264.py
Function,101266.get_flight_rules,claude-4-5-haiku/101266.py,,,,,,,,,,,,,,,,,,,,,,33.0,9.0,15.0,3.0,14.0,10.0,9.0,1.0,14.0,3.0,13.0,6.0,6.0,11.0,11.0,5.0,,,,,,,1.0,0.67,,,,,,101266.py,101266.get_flight_rules:::101266.py
Function,101267.get_taf_flight_rules,claude-4-5-haiku/101267.py,,,,,,,,,,,,,,,,,,,,,,36.0,8.0,19.0,6.0,18.0,9.0,21.0,1.0,19.0,6.0,18.0,9.0,9.0,12.0,12.0,6.0,,,,,,,4.0,0.47,,,,,,101267.py,101267.get_taf_flight_rules:::101267.py
Function,101268.get_ceiling,claude-4-5-haiku/101268.py,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,6.0,3.0,5.0,4.0,3.0,0.0,6.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,,,,,,,2.0,0.67,,,,,,101268.py,101268.get_ceiling:::101268.py
Function,101269.parse_date,claude-4-5-haiku/101269.py,,,,,,,,,,,,,,,,,,,,,,50.0,8.0,31.0,12.0,29.0,13.0,15.0,1.0,26.0,12.0,24.0,7.0,7.0,7.0,7.0,3.0,,,,,,,2.0,0.42,,,,,,101269.py,101269.parse_date:::101269.py
Function,101467.cst_now,claude-4-5-haiku/101467.py,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,,,,,,101467.py,101467.cst_now:::101467.py
Function,101469.now,claude-4-5-haiku/101469.py,,,,,,,,,,,,,,,,,,,,,,20.0,4.0,8.0,5.0,6.0,8.0,2.0,0.0,8.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,101469.py,101469.now:::101469.py
Function,101507.sync,claude-4-5-haiku/101507.py,,,,,,,,,,,,,,,,,,,,,,68.0,11.0,45.0,19.0,38.0,13.0,1122.0,3.0,44.0,18.0,37.0,15.0,15.0,17.0,17.0,1.0,,,,,,,5.0,0.29,,,,,,101507.py,101507.sync:::101507.py
Function,101551.createRepoObjects,claude-4-5-haiku/101551.py,,,,,,,,,,,,,,,,,,,,,,38.0,8.0,22.0,13.0,17.0,8.0,11.0,1.0,21.0,12.0,16.0,7.0,7.0,8.0,8.0,1.0,,,,,,,4.0,0.36,,,,,,101551.py,101551.createRepoObjects:::101551.py
Function,10157.iter_steps,claude-4-5-haiku/10157.py,,,,,,,,,,,,,,,,,,,,,,21.0,2.0,3.0,2.0,2.0,16.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,1.0,5.33,,,,,,10157.py,10157.iter_steps:::10157.py
Function,101571.metar,claude-4-5-haiku/101571.py,,,,,,,,,,,,,,,,,,,,,,38.0,12.0,25.0,2.0,24.0,1.0,2048.0,3.0,25.0,2.0,24.0,12.0,12.0,12.0,12.0,1.0,,,,,,,1.0,0.04,,,,,,101571.py,101571.metar:::101571.py
Function,101579.slurp,claude-4-5-haiku/101579.py,,,,,,,,,,,,,,,,,,,,,,18.0,4.0,3.0,2.0,2.0,11.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,3.67,,,,,,101579.py,101579.slurp:::101579.py
Function,101582.resolve_request_path,claude-4-5-haiku/101582.py,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,8.0,4.0,6.0,4.0,2.0,0.0,7.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,,,,,,,1.0,0.5,,,,,,101582.py,101582.resolve_request_path:::101582.py
Function,101616.on_post,claude-4-5-haiku/101616.py,,,,,,,,,,,,,,,,,,,,,,22.0,2.0,19.0,5.0,18.0,1.0,6.0,1.0,18.0,4.0,17.0,5.0,5.0,5.0,5.0,4.0,,,,,,,2.0,0.05,,,,,,101616.py,101616.on_post:::101616.py
Function,101635.make_release,claude-4-5-haiku/101635.py,,,,,,,,,,,,,,,,,,,,,,25.0,4.0,13.0,4.0,10.0,8.0,3.0,0.0,13.0,3.0,10.0,3.0,3.0,3.0,3.0,1.0,,,,,,,1.0,0.62,,,,,,101635.py,101635.make_release:::101635.py
Function,101649.pre_create,claude-4-5-haiku/101649.py,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,6.0,5.0,3.0,4.0,2.0,0.0,6.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,,,,,,,1.0,0.67,,,,,,101649.py,101649.pre_create:::101649.py
Function,101667._compare_list,claude-4-5-haiku/101667.py,,,,,,,,,,,,,,,,,,,,,,48.0,7.0,35.0,6.0,34.0,6.0,28.0,1.0,18.0,6.0,17.0,9.0,9.0,11.0,11.0,1.0,,,,,,,3.0,0.17,,,,,,101667.py,101667._compare_list:::101667.py
Function,101695.inject_init,claude-4-5-haiku/101695.py,,,,,,,,,,,,,,,,,,,,,,53.0,11.0,29.0,12.0,26.0,13.0,128.0,2.0,29.0,11.0,26.0,8.0,8.0,8.0,8.0,1.0,,,,,,,2.0,0.45,,,,,,101695.py,101695.inject_init:::101695.py
Function,10170._getch_unix,claude-4-5-haiku/10170.py,,,,,,,,,,,,,,,,,,,,,,47.0,7.0,26.0,9.0,21.0,14.0,16.0,1.0,23.0,9.0,18.0,7.0,7.0,7.0,7.0,4.0,,,,,,,4.0,0.54,,,,,,10170.py,10170._getch_unix:::10170.py
Function,101714._to_rest,claude-4-5-haiku/101714.py,,,,,,,,,,,,,,,,,,,,,,65.0,12.0,36.0,7.0,35.0,17.0,864.0,3.0,29.0,7.0,28.0,15.0,15.0,18.0,18.0,1.0,,,,,,,4.0,0.47,,,,,,101714.py,101714._to_rest:::101714.py
Function,101748.get_all_tweets,claude-4-5-haiku/101748.py,,,,,,,,,,,,,,,,,,,,,,23.0,5.0,17.0,5.0,16.0,1.0,9.0,1.0,13.0,5.0,12.0,5.0,5.0,5.0,5.0,3.0,,,,,,,2.0,0.06,,,,,,101748.py,101748.get_all_tweets:::101748.py
Function,101750.generate_slug,claude-4-5-haiku/101750.py,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,13.0,6.0,11.0,5.0,4.0,1.0,11.0,6.0,9.0,3.0,3.0,3.0,3.0,1.0,,,,,,,1.0,0.38,,,,,,101750.py,101750.generate_slug:::101750.py
Function,101772.sync_and_deploy_gateway,claude-4-5-haiku/101772.py,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.33,,,,,,101772.py,101772.sync_and_deploy_gateway:::101772.py
Function,101774.execute_as,claude-4-5-haiku/101774.py,,,,,,,,,,,,,,,,,,,,,,53.0,10.0,33.0,16.0,28.0,10.0,12.0,1.0,29.0,15.0,24.0,5.0,5.0,5.0,5.0,4.0,,,,,,,2.0,0.3,,,,,,101774.py,101774.execute_as:::101774.py
Function,101781.init,claude-4-5-haiku/101781.py,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,13.0,6.0,7.0,5.0,1.0,0.0,13.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.38,,,,,,101781.py,101781.init:::101781.py
Function,101818.unite_dataset,claude-4-5-haiku/101818.py,,,,,,,,,,,,,,,,,,,,,,43.0,10.0,17.0,6.0,16.0,16.0,30.0,1.0,17.0,6.0,16.0,7.0,7.0,7.0,7.0,1.0,,,,,,,2.0,0.94,,,,,,101818.py,101818.unite_dataset:::101818.py
Function,101851.benchmark,claude-4-5-haiku/101851.py,,,,,,,,,,,,,,,,,,,,,,18.0,4.0,13.0,6.0,12.0,1.0,8.0,1.0,13.0,6.0,12.0,4.0,4.0,4.0,4.0,1.0,,,,,,,1.0,0.08,,,,,,101851.py,101851.benchmark:::101851.py
Function,101894._get_type,claude-4-5-haiku/101894.py,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,19.0,2.0,18.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.16,,,,,,101894.py,101894._get_type:::101894.py
Function,101937.translate,claude-4-5-haiku/101937.py,,,,,,,,,,,,,,,,,,,,,,56.0,12.0,30.0,27.0,28.0,14.0,2.0,0.0,30.0,27.0,28.0,2.0,2.0,2.0,2.0,1.0,,,,,,,1.0,0.47,,,,,,101937.py,101937.translate:::101937.py
Function,10195.print_exc_plus,claude-4-5-haiku/10195.py,,,,,,,,,,,,,,,,,,,,,,20.0,2.0,15.0,6.0,14.0,3.0,5.0,1.0,15.0,6.0,14.0,5.0,5.0,6.0,6.0,4.0,,,,,,,4.0,0.2,,,,,,10195.py,10195.print_exc_plus:::10195.py
