Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential
Function,"108.EnhancedAudioDetector._detect_channel_layout",claude-4-5-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,13,0,13,1,12,0,6,1,8,1,7,6,6,6,6,6,,,,,,,1,0.00,,,,,
Function,"108.EnhancedAudioDetector._detect_dts_x",claude-4-5-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,9,2,7,6,6,0,1,0,7,6,6,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"108.EnhancedAudioDetector._detect_lossless",claude-4-5-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,9,0,9,3,8,0,1,0,4,3,3,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"108.EnhancedAudioDetector._detect_object_based",claude-4-5-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,2,2,1,,,,,,,0,0.00,,,,,
Function,"108.EnhancedAudioDetector._extract_bitrate",claude-4-5-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,13,1,12,3,11,0,4,1,11,3,10,5,5,5,5,4,,,,,,,3,0.00,,,,,
Function,"108.EnhancedAudioDetector._find_primary_audio_stream",claude-4-5-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,14,3,10,5,9,1,4,1,10,5,9,4,4,5,5,4,,,,,,,2,0.10,,,,,
Function,"108.EnhancedAudioDetector.extract_audio_info",claude-4-5-haiku/108.py,,,,,,,,,,,,,,,,,,,,,,24,2,22,7,21,0,2,0,10,7,9,2,2,2,2,1,,,,,,,1,0.00,,,,,
Module File,"108.py",claude-4-5-haiku/108.py,15,2,13,0,4,4,5,5,3,,,,,1,11,,11,,,,,181,28,144,44,132,9,0,0,102,44,90,0,0,0,0,0,13,13,18,18,12,,3,0.06,47,47,55,55,33
Class,"109.AssetFileChecker",claude-4-5-haiku/109.py,19,2,16,2,3,3,3,3,1,0,1,0,0,,,,,10,6,10,10,199,25,158,43,143,16,,,84,43,69,,,,,,5,5,5,5,1,0,2,0.10,27,27,28,28,10
Function,"109.AssetFileChecker.__init__",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,7,6,0,1,0,7,7,6,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"109.AssetFileChecker._check_asset_content",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,27,1,25,4,23,1,3,0,6,4,4,3,3,3,3,1,,,,,,,2,0.04,,,,,
Function,"109.AssetFileChecker._check_asset_file",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,32,3,25,4,24,4,8,1,10,4,9,4,4,4,4,1,,,,,,,1,0.16,,,,,
Function,"109.AssetFileChecker._extract_asset_files",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,33,3,26,7,24,4,8,1,14,7,12,4,4,4,4,1,,,,,,,1,0.15,,,,,
Function,"109.AssetFileChecker._generate_summary",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,10,0,9,1,8,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.11,,,,,
Function,"109.AssetFileChecker.analyze_discourse_robots_sitemap",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,32,2,29,7,26,1,9,1,19,7,16,5,5,5,5,1,,,,,,,2,0.03,,,,,
Function,"109.AssetFileChecker.analyze_javascript_endpoints",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,12,1,10,2,9,1,6,1,6,2,5,4,4,4,4,1,,,,,,,2,0.10,,,,,
Function,"109.AssetFileChecker.check_asset_files",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,12,3,8,4,7,1,3,0,8,4,7,3,3,4,4,1,,,,,,,1,0.13,,,,,
Function,"109.AssetFileChecker.get_asset_security_summary",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,16,2,13,5,12,1,1,0,6,5,5,1,1,1,1,1,,,,,,,0,0.08,,,,,
Function,"109.AssetFileChecker.run",claude-4-5-haiku/109.py,,,,,,,,,,,,,,,,,,,,,,6,0,5,1,4,1,1,0,5,1,4,1,1,1,1,1,,,,,,,0,0.20,,,,,
Module File,"109.py",claude-4-5-haiku/109.py,19,2,16,2,3,3,3,3,1,,,,,1,10,,10,,,,,199,25,158,43,143,16,0,0,84,43,69,0,0,0,0,0,5,5,5,5,1,,2,0.10,27,27,28,28,10
Class,"11.Solution",claude-4-5-haiku/11.py,2,0,2,0,1,1,1,1,1,0,4,0,0,,,,,1,0,1,1,4,1,3,2,1,0,,,3,2,1,,,,,,1,1,1,1,1,0,0,0.00,1,1,1,1,1
Function,"11.Solution.contains_duplicate",claude-4-5-haiku/11.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"11.py",claude-4-5-haiku/11.py,2,0,2,0,1,1,1,1,1,,,,,1,1,,1,,,,,4,1,3,2,1,0,0,0,3,2,1,0,0,0,0,0,1,1,1,1,1,,0,0.00,1,1,1,1,1
Class,"110.AsyncOhlcvResourceWithRawResponse",claude-4-5-haiku/110.py,25,4,11,10,1,1,1,1,1,0,3,0,0,,,,,2,1,2,2,52,10,23,14,10,19,,,5,4,2,,,,,,1,1,1,1,1,0,0,0.83,2,2,2,2,2
Function,"110.AsyncOhlcvResourceWithRawResponse.__init__",claude-4-5-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,1,0,1,0,2,2,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"110.AsyncOhlcvResourceWithRawResponse.list",claude-4-5-haiku/110.py,,,,,,,,,,,,,,,,,,,,,,47,8,20,11,9,19,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.95,,,,,
Module File,"110.py",claude-4-5-haiku/110.py,25,4,11,10,1,1,1,1,1,,,,,1,2,,2,,,,,52,10,23,14,10,19,0,0,5,4,2,0,0,0,0,0,1,1,1,1,1,,0,0.83,2,2,2,2,2
Class,"111.DatasetFilter",claude-4-5-haiku/111.py,12,3,9,1,4,4,4,4,3,0,4,0,0,,,,,2,1,3,3,52,12,29,13,23,11,,,27,12,22,,,,,,7,7,7,7,7,0,3,0.38,11,11,11,11,9
Function,"111.DatasetFilter.__init__",claude-4-5-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,1,0,1,0,2,2,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"111.DatasetFilter._match_wildcard_patterns",claude-4-5-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,13,3,10,5,8,0,3,0,9,5,7,3,3,3,3,1,,,,,,,2,0.00,,,,,
Function,"111.DatasetFilter.apply_filters",claude-4-5-haiku/111.py,,,,,,,,,,,,,,,,,,,,,,22,5,15,4,14,2,16,1,15,4,14,7,7,7,7,7,,,,,,,3,0.13,,,,,
Module File,"111.py",claude-4-5-haiku/111.py,12,3,9,1,4,4,4,4,3,,,,,1,3,,3,,,,,52,12,29,13,23,11,0,0,27,12,22,0,0,0,0,0,7,7,7,7,7,,3,0.38,11,11,11,11,9
Class,"112.ResourceStore",claude-4-5-haiku/112.py,3,0,3,0,1,1,1,1,1,0,0,0,0,,,,,1,2,1,1,5,1,4,4,2,0,,,4,4,2,,,,,,1,1,1,1,1,0,0,0.00,1,1,1,1,1
Function,"112.ResourceStore.__init__",claude-4-5-haiku/112.py,,,,,,,,,,,,,,,,,,,,,,3,0,3,3,2,0,1,0,3,3,2,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"112.py",claude-4-5-haiku/112.py,3,0,3,0,1,1,1,1,1,,,,,1,1,,1,,,,,5,1,4,4,2,0,0,0,4,4,2,0,0,0,0,0,1,1,1,1,1,,0,0.00,1,1,1,1,1
Class,"113.Position",claude-4-5-haiku/113.py,7,1,4,3,1,1,1,1,1,0,2,0,0,,,,,11,4,11,11,86,17,40,19,28,29,,,37,19,25,,,,,,2,2,2,2,1,0,1,0.72,15,15,15,15,11
Function,"113.Position.__init__",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,14,1,5,5,4,8,1,0,5,5,4,2,2,2,2,1,,,,,,,0,1.60,,,,,
Function,"113.Position.__repr__",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,5,0,4,1,3,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.25,,,,,
Function,"113.Position.__str__",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,4,0,3,1,2,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.33,,,,,
Function,"113.Position.add_to_position",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,6,0,5,2,4,1,2,0,5,2,4,2,2,2,2,1,,,,,,,1,0.20,,,,,
Function,"113.Position.close_position",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,10,1,4,2,3,5,1,0,4,2,3,1,1,1,1,1,,,,,,,0,1.25,,,,,
Function,"113.Position.get_current_value",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"113.Position.get_entry_value",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"113.Position.get_unrealized_pnl",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Function,"113.Position.get_unrealized_pnl_percentage",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,5,0,4,1,3,1,2,0,4,1,3,2,2,2,2,1,,,,,,,1,0.25,,,,,
Function,"113.Position.reduce_position",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,17,4,6,2,5,7,2,0,6,2,5,2,2,2,2,1,,,,,,,1,1.17,,,,,
Function,"113.Position.update_price",claude-4-5-haiku/113.py,,,,,,,,,,,,,,,,,,,,,,3,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.50,,,,,
Module File,"113.py",claude-4-5-haiku/113.py,7,1,4,3,1,1,1,1,1,,,,,1,11,,11,,,,,86,17,40,19,28,29,0,0,37,19,25,0,0,0,0,0,2,2,2,2,1,,1,0.72,15,15,15,15,11
Class,"114.Message",claude-4-5-haiku/114.py,4,0,4,0,2,2,2,2,1,0,4,0,0,,,,,4,0,5,5,35,6,28,10,21,1,,,22,9,16,,,,,,4,4,4,4,3,0,1,0.04,9,9,9,9,7
Function,"114.Message.__post_init__",claude-4-5-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,1,6,0,8,1,7,1,6,4,4,4,4,3,,,,,,,1,0.00,,,,,
Function,"114.Message.__repr__",claude-4-5-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"114.Message.__str__",claude-4-5-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"114.Message.from_dict",claude-4-5-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,4,0,4,1,3,0,2,0,4,1,3,2,2,2,2,1,,,,,,,1,0.00,,,,,
Function,"114.Message.to_dict",claude-4-5-haiku/114.py,,,,,,,,,,,,,,,,,,,,,,7,0,7,1,6,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Module File,"114.py",claude-4-5-haiku/114.py,4,0,4,0,2,2,2,2,1,,,,,1,5,,5,,,,,40,7,32,14,21,1,0,0,25,12,16,0,0,0,0,0,4,4,4,4,3,,1,0.03,9,9,9,9,7
Class,"115.Solution",claude-4-5-haiku/115.py,14,3,11,0,4,4,6,6,4,0,2,0,0,,,,,1,0,1,1,16,4,12,4,10,0,,,12,4,10,,,,,,4,4,6,6,4,0,2,0.00,4,4,6,6,4
Function,"115.Solution.has_cycle",claude-4-5-haiku/115.py,,,,,,,,,,,,,,,,,,,,,,14,3,11,3,10,0,4,1,11,3,10,4,4,6,6,4,,,,,,,2,0.00,,,,,
Module File,"115.py",claude-4-5-haiku/115.py,14,3,11,0,4,4,6,6,4,,,,,1,1,,1,,,,,16,4,12,4,10,0,0,0,12,4,10,0,0,0,0,0,4,4,6,6,4,,2,0.00,4,4,6,6,4
Class,"116.Driver",claude-4-5-haiku/116.py,3,0,3,0,1,1,1,1,1,0,0,0,0,,,,,4,5,4,4,17,4,13,10,8,0,,,13,10,8,,,,,,1,1,2,2,1,0,0,0.00,4,4,5,5,4
Function,"116.Driver.__init__",claude-4-5-haiku/116.py,,,,,,,,,,,,,,,,,,,,,,6,0,6,6,5,0,1,0,6,6,5,1,1,2,2,1,,,,,,,0,0.00,,,,,
Function,"116.Driver.get_context",claude-4-5-haiku/116.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"116.Driver.get_page",claude-4-5-haiku/116.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
Function,"116.Driver.is_closed",claude-4-5-haiku/116.py,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,1,,,,,,,0,0.00,,,,,
